"REV_OUTCOME","p_value","r_value","excluded_study","num_of_studies"
"CD001797_3",0.27528258573717,0.27528258573717,"STD-Hahn-1996",3
"CD001797_9",0.44426228671266,0.548787878683655,"STD-Mendell-2001",3
"CD001797_10",0.420792921638163,0.747397832587388,"STD-Mendell-2001",3
"CD001798_1",0.0385450025077111,0.385283952581335,"STD-Rapha_x00eb_l-1987",11
"CD001798_2",0.0313930506128779,0.185213654227613,"STD-Rapha_x00eb_l-1997a",14
"CD001798_4",0.057057413810919,0.147941236659118,"STD-Rapha_x00eb_l-1987",8
"CD001798_5",0.067561438817615,0.125124673972384,"STD-Rapha_x00eb_l-1987",10
"CD001798_3",0.0972643198327689,0.19524039892573,"STD-Rapha_x00eb_l-1987",5
"CD001800_1",0.0422916328833131,0.0893568145708672,"STD-WHO-1983",47
"CD001800_2",0.000115737139663412,0.000415862169049152,"STD-Kallio-1979",26
"CD001800_3",0.222368429080629,0.335705704490784,"STD-Dugmore-1999",38
"CD001800_4",0.450031327387574,0.605882400793143,"STD-Haskell-1994",32
"CD001800_5",0.376135474919948,0.471703977028024,"STD-DeBusk-1994",19
"CD001800_6",0.00572757522004524,0.0292828666237422,"STD-Engblom-1996",14
"CD001803_7",0.920517968253929,0.920517968253929,"STD-Turnbull-2004",4
"CD001803_8",0.62545618986141,0.662790127286086,"STD-Turnbull-2004",3
"CD001807_3",0.0195681589863352,0.235022942417941,"STD-Nabhan-2014",3
"CD001807_5",0.554040882072959,0.790925686037825,"STD-Ovalle-1998",3
"CD001807_8",0.705191691527742,0.705191691527742,"STD-Passos-2012",3
"CD001807_9",0.0268532730552509,0.0316637013219105,"STD-Passos-2012",7
"CD001807_10",0.14590163840473,0.37533533803005,"STD-Nabhan-2014",4
"CD001807_11",0.436876861983678,0.436876861983678,"STD-Passos-2012",4
"CD001807_25",0.141869359370866,0.445270305320789,"STD-Ovalle-1998",4
"CD001808_1",1.01608139404752e-31,3.57633403837711e-23,"STD-Pierre-1992",30
"CD001808_2",3.74973280504898e-27,9.53670457643599e-18,"STD-Pierre-1992",18
"CD001808_5",1.34760986677872e-21,1.27812320091672e-11,"STD-Pierre-1992",9
"CD001808_9",2.31612681064141e-07,7.14424934456548e-05,"STD-Abdel_x002d_Aleem-2010",10
"CD001808_4",3.93365547897867e-07,0.000587874659140948,"STD-Abdel_x002d_Aleem-2010",7
"CD001808_8",0.458501090088806,0.883017061014127,"STD-Orji-2008",11
"CD001814_2",0.232543772452307,0.357036990705777,"STD-Als-1994",21
"CD001815_1",0.562300606042122,0.898111862348474,"STD-Madani-2004",4
"CD001816_1",0.623799391313306,0.666925398992954,"STD-Eibl-1988",3
"CD001816_5",0.95994019575291,0.95994019575291,"STD-Rubaltelli-1991",3
"CD001819_4",0.30162886428127,0.420062110877778,"STD-Schanler-1999",15
"CD001820_1",0.696858498322855,0.84467392705361,"STD-Gent_x002d_AMI-1968",91
"CD001820_2",2.88208441617395e-05,9.67121393149682e-05,"STD-ESPS_x002d_1-1990",95
"CD001821_2",0.87005897160717,0.998097985562604,"STD-Haker-1993",4
"CD001821_1",0.092562991909127,0.092562991909127,"STD-Haker-1993",3
"CD001822_1",0.0620821122600396,0.147280872742221,"STD-Kool-2005",6
"CD001825_1",0.293990510840654,0.791945617442666,"STD-Varley-1995",19
"CD001825_2",0.968394650589598,0.968394650589598,"STD-Lang-1998",12
"CD001825_3",0.000227453793254301,0.00106713431427743,"STD-Esler-2003",14
"CD001825_4",0.15545594445839,0.464684097976742,"STD-Holt-1997",7
"CD001825_6",0.015170654087775,0.679795901525996,"STD-Walmsley-2005",4
"CD001825_7",0.410945773710249,0.438509752241536,"STD-Kim-1998b",7
"CD001825_8",0.781192291323993,0.951503089205538,"STD-Tjeenk-2005",8
"CD001825_9",0.69482808364965,0.914993789454725,"STD-Varley-1995",6
"CD001825_10",4.13023304905399e-09,0.00027513612146612,"STD-Kim-1998b",6
"CD001825_11",0.085040913966187,0.085040913966187,"STD-Confalonieri-2004",3
"CD001825_16",1.58858447066571e-12,5.71218552258758e-08,"STD-Kim-1998b",12
"CD001825_17",0.229541390759626,0.585896408453508,"STD-Ovadia-1997",9
"CD001829_1",0.45823407088098,0.505890603220949,"STD-Papadimitrakopoulou-2008",4
"CD001832_1",0.575439084382393,0.770282015195867,"STD-Girgis-1988",43
"CD001832_2",0.000782849207868434,0.00330853260581576,"STD-Del-Rio-1983",13
"CD001832_3",0.105284652167625,0.139657732604656,"STD-Barson-1985",22
"CD001832_4",0.103215265197948,0.162432528616314,"STD-Barson-1985",10
"CD001832_5",0.145428934080269,0.238444457718271,"STD-Barson-1985",6
"CD001832_7",0.355258543221056,0.539110463751028,"STD-Girgis-1988",16
"CD001837_1",1.25944866295988e-08,2.95425166622775e-08,"STD-Ortega-2011",77
"CD001837_2",0.000353743107918824,0.000480595476216381,"STD-Smith-2009",24
"CD001837_3",0.574520227903982,0.786612005389008,"STD-Borglykke-2008",5
"CD001838_1",0.818155952501669,0.940712713106578,"STD-Murdoch-1991",9
"CD001838_2",0.574474179015717,0.900142876730245,"STD-Chung-1995",8
"CD001838_3",0.132235222046921,0.143238990725382,"STD-Chung-1995",12
"CD001838_4",0.855656687431437,0.932669786257926,"STD-Bhattacharya-2008",3
"CD001841_1",0.033193174662782,0.0403574266332479,"STD-HOPE-HYP",28
"CD001841_2",2.33192764308987e-06,2.33192764308987e-06,"STD-SYST_x002d_EUR",26
"CD001841_3",0.00782374794670645,0.0100198625550709,"STD-MRC_x002d_O",26
"CD001841_4",1.17648183144087e-05,1.61318907349121e-05,"STD-SHEP",26
"CD001841_5",0.0677861112392528,0.246962339544837,"STD-MRC_x002d_TMH",6
"CD001841_6",0.00380446630764091,0.0130910756757363,"STD-MRC_x002d_O",6
"CD001842_2",0.0769232109472477,0.102840902486543,"STD-Yasuda-1993",8
"CD001842_8",0.726329391924449,0.920826776000763,"STD-Walter-1990",3
"CD001842_4",0.0389248204627099,0.151243646734599,"STD-Weil-1995",8
"CD001843_2",0.635497466719696,0.735962931935465,"STD-Centemero-2009",6
"CD001843_4",0.392620610571871,0.987404411358411,"STD-Dijkstra_x002d_Eshuis-2013",4
"CD001848_7",0.59208855567837,0.786007617373316,"STD-Barlow-1992",20
"CD001848_8",0.0580967741116379,0.0580967741116379,"STD-Durham-1994a",6
"CD001857_1",0.918864947270846,0.918864947270846,"STD-Kuchipudi-1990",3
"CD001860_1",1.78213577838598e-20,5.25597714947617e-17,"STD-Shukla-1966",27
"CD001863_1",0.786268153220132,0.833531771843139,"STD-Torres-2014",12
"CD001863_2",0.1971394955196,0.215385023843224,"STD-Saeed-2008",6
"CD001863_3",0.832249728639166,0.832249728639166,"STD-Bolam-1998",5
"CD001865_2",0.0417549862383526,0.05530104989267,"STD-Trevena-2008",3
"CD001865_8",0.780038121663602,0.996515906455172,"STD-Marcus-2005",10
"CD001867_1",1.01582422428608e-11,6.6673218521475e-11,"STD-Ahmadi-2002",40
"CD001867_2",0.46855778560776,0.62714086901576,"STD-Chick-2000",11
"CD001867_7",0.70834216909192,0.70834216909192,"STD-Kranzler-2004",6
"CD001867_8",0.439442336072108,0.917510068215915,"STD-Krystal-2001",6
"CD001867_9",1.69182582436568e-07,0.011790378452514,"STD-Garbutt-2005",7
"CD001867_10",0.0164630093022169,0.447806832815039,"STD-Petrakis-2005",5
"CD001867_11",0.00378665971216251,0.0790269026710418,"STD-Garbutt-2005",7
"CD001867_12",0.0867408716084211,0.246416952098953,"STD-Garbutt-2005",5
"CD001867_13",6.19921268978096e-08,0.000298750361059039,"STD-Anton-2006",15
"CD001867_14",7.31726393730241e-07,7.29568652795665e-06,"STD-Garbutt-2005",12
"CD001867_15",0.0774090295432624,0.537213064242395,"STD-Balldin-2003",3
"CD001867_16",0.000249052415503088,0.000843381225171972,"STD-Kiefer-2003",33
"CD001867_17",0.619115752166471,0.619115752166471,"STD-O_x0027_Malley-2007",4
"CD001867_18",0.67645202408643,0.94317336127426,"STD-Kiefer-2003",12
"CD001867_19",5.60351653366584e-08,9.51602889794871e-06,"STD-Garbutt-2005",16
"CD001867_20",0.00795214284664762,0.104212908106041,"STD-Kranzler-2000",5
"CD001867_21",0.32951640543127,0.32951640543127,"STD-Petrakis-2005",8
"CD001867_22",0.0260475608898901,0.0459603369783793,"STD-Morley-2006",7
"CD001867_23",0.778985611164716,0.798657559877046,"STD-Gastpar-2002",3
"CD001867_25",0.972889818211733,0.979420659086794,"STD-Kranzler-2004",22
"CD001867_26",3.14752881213705e-19,5.05438292518348e-12,"STD-Anton-2006",6
"CD001867_28",0.624749717272439,0.624749717272439,"STD-Volpicelli-1997",3
"CD001867_29",0.0142836572307466,0.113312212287611,"STD-Oslin-2008",14
"CD001867_30",0.663343300837031,0.663343300837031,"STD-Kranzler-2004",4
"CD001867_31",0.862356239291946,0.862356239291946,"STD-O_x0027_Malley-2007",4
"CD001867_32",0.000268492838845205,0.513833005644871,"STD-Kranzler-2000",3
"CD001867_34",0.0713525344579891,0.691910267328656,"STD-Anton-1999",3
"CD001867_36",1.78934854660783e-18,2.56149818718708e-14,"STD-Garbutt-2005",25
"CD001867_38",0.00133470914091523,0.204786254612333,"STD-Anton-2006",11
"CD001867_39",0.0123503104428094,0.140403664730316,"STD-Morris-2001",3
"CD001867_41",0.182690913267855,0.51643375987532,"STD-Chick-2000",6
"CD001867_42",0.230048909018312,0.360848202635367,"STD-Gastpar-2002",3
"CD001867_44",0.0287915587954974,0.139785590891454,"STD-Hersh-1998",7
"CD001867_46",0.13376019826997,0.200598703072865,"STD-Gastpar-2002",3
"CD001867_47",0.559222297669911,0.934049750975623,"STD-O_x0027_Malley-2007",5
"CD001867_48",2.06500932714525e-05,0.00815462672691301,"STD-Anton-2006",5
"CD001867_49",0.0029581767790046,0.0925471912530942,"STD-Anton-2006",12
"CD001867_50",0.635399360442201,0.635399360442201,"STD-Petrakis-2005",3
"CD001867_51",0.943626019179421,0.99378126588021,"STD-Pettinati-2008a",5
"CD001867_52",9.4778474302456e-08,1.90044548176157e-06,"STD-Garbutt-2005",14
"CD001867_54",0.000664397141780548,0.00654982453916386,"STD-Anton-2006",20
"CD001867_55",0.150288890394129,0.433210415336711,"STD-Ahmadi-2002",37
"CD001867_56",0.0246002069383293,0.0365833382645308,"STD-Kiefer-2003",5
"CD001867_58",0.0289138265756265,0.0561185298418404,"STD-Kiefer-2003",26
"CD001867_59",4.78390405813677e-09,1.45118006277017e-08,"STD-Morris-2001",26
"CD001867_60",0.000438851443496021,0.0221499716521034,"STD-Anton-2006",11
"CD001867_4",0.00138328689009092,0.00558515478339633,"STD-Krystal-2001",26
"CD001867_5",0.000158319811596952,0.00874641186412815,"STD-Garbutt-2005",13
"CD001867_6",5.4323115602882e-05,0.000475400888942936,"STD-Garbutt-2005",18
"CD001867_3",0.441543853807217,0.603578230153267,"STD-Garbutt-2005",6
"CD001869_2",0.761119292956537,0.920288013556834,"STD-Engstr_x00f6_m-2008",8
"CD001869_3",0.380211000479483,0.987209837341303,"STD-Sullivan-2007",5
"CD001876_1",1.28002903431787e-05,5.15461270065632e-05,"STD-Lee-1988",12
"CD001876_4",0.00792438850655923,0.181050534555403,"STD-Elliott-2004",4
"CD001877_1",0.017354161617487,0.021557021168153,"STD-New-York-1963",11
"CD001877_2",0.347580235994694,0.812769274537165,"STD-Kopparberg-1977",7
"CD001877_3",0.266611239770295,0.266611239770295,"STD-_x00d6_sterg_x00f6_tland-1978",5
"CD001877_4",0.840905487714197,0.970993266831697,"STD-Canada-1980a",6
"CD001877_5",0.930283541279578,0.930283541279578,"STD-_x00d6_sterg_x00f6_tland-1978",4
"CD001877_6",0.0004392856110502,0.00209953722595656,"STD-Malm_x00f6_-1976",5
"CD001877_7",0.0058409827100494,0.00916632624306991,"STD-Malm_x00f6_-1976",5
"CD001877_8",0.117522451300888,0.153120440529111,"STD-Kopparberg-1977",4
"CD001877_9",0.0100005074054148,0.0100005074054148,"STD-_x00d6_sterg_x00f6_tland-1978",9
"CD001877_10",0.00123772882882597,0.00123772882882597,"STD-Two_x002d_County-1977",7
"CD001877_11",0.270672332706243,0.628509296321728,"STD-UK-age-trial-1991",9
"CD001877_12",0.0120249711265238,0.0135092136795662,"STD-New-York-1963",7
"CD001877_13",0.0150636533785504,0.0455214681663356,"STD-New-York-1963",8
"CD001877_14",0.0370091108184635,0.0370091108184635,"STD-_x00d6_sterg_x00f6_tland-1978",7
"CD001877_15",0.790400128293161,0.843809842153321,"STD-Kopparberg-1977",6
"CD001877_19",0.730962732378757,0.936681330146117,"STD-Stockholm-1981",11
"CD001877_21",0.512563346241132,0.799068388729634,"STD-G_x00f6_teborg-1982",8
"CD001880_1",0.0789929185535736,0.107027503297855,"STD-Miller-2006",51
"CD001880_2",5.42871801643549e-05,0.000191933373610788,"STD-Anbar-2014",39
"CD001880_4",0.0110769049844726,0.0138234457513511,"STD-Delmi-1990",10
"CD001880_5",0.184608650066305,0.388685747420632,"STD-Delmi-1990",7
"CD001880_6",0.997578295494349,0.997578295494349,"STD-Sullivan-2004",5
"CD001884_4",0.560506041476928,0.993737963840263,"STD-Bignami-2016",10
"CD001884_12",0.0256779875448885,0.153292103421762,"STD-Ansell-1992",18
"CD001884_13",0.18705109001277,0.642949945734591,"STD-Ansell-1992",9
"CD001884_14",0.0906656850053013,0.110613739406234,"STD-Marquez-1992",7
"CD001884_15",0.410020567654683,0.987193772823989,"STD-Horrow-1991a",6
"CD001884_16",7.95346068712602e-05,0.000899261092901669,"STD-Dilthey-1993",9
"CD001884_17",0.0133094959917412,0.0339669496240053,"STD-Zohar-2001",3
"CD001884_3",0.0643162247628641,0.657256542028783,"STD-Sheridan-1994",5
"CD001884_6",0.115640068072702,0.250711227532771,"STD-Mongan-1992b",3
"CD001884_7",0.542640992354491,0.890750421720123,"STD-Gratz-1992",3
"CD001884_8",0.287196033660787,0.389430417752135,"STD-Gratz-1992",6
"CD001884_2",0.344871163088821,0.427954505790811,"STD-Gratz-1992",3
"CD001886_1",1.29861033988818e-142,4.15515950196171e-125,"STD-Dietrich-1992",414
"CD001886_2",0.216055277122554,0.972954835912561,"STD-Fergusson-2008",3
"CD001886_3",0.399320385154625,0.687014358511661,"STD-Kuitunen-2005",13
"CD001886_4",0.571887443460672,0.661763471032405,"STD-Later-2009",5
"CD001886_5",4.96746384310756e-125,8.2848452380311e-108,"STD-Dietrich-1992",384
"CD001886_6",0.84709558443253,0.909492854422386,"STD-Later-2009",4
"CD001886_7",1.86280537201909e-121,3.18204512039901e-104,"STD-Dietrich-1992",371
"CD001886_8",2.01950199349048e-111,6.61628346941662e-94,"STD-Dietrich-1992",290
"CD001886_9",4.23508666597757e-133,2.37457386429517e-112,"STD-Dietrich-1992",201
"CD001886_10",6.68226036554911e-93,9.28730935324421e-74,"STD-Dietrich-1992",158
"CD001886_11",0.184375577468533,0.495877710744844,"STD-Fergusson-2008",26
"CD001886_12",0.191693076894522,0.905151425316144,"STD-Alderman-1998",35
"CD001886_24",0.181849443082994,0.659239278986104,"STD-Fergusson-2008",30
"CD001888_1",1.34379916643202e-191,1.74793438177675e-186,"STD-Sait-1999",239
"CD001888_2",0.836203563584019,0.972519863351732,"STD-Thurer-1979",15
"CD001888_3",0.661285101332093,0.975553406510953,"STD-Smith-2007",11
"CD001888_4",0.591636587877043,0.93202551794234,"STD-Klein-2008",4
"CD001888_5",0.994374010619159,0.994850141119218,"STD-Ekback-1995",6
"CD001888_6",0.994374010619159,0.994850141119218,"STD-Ekback-1995",6
"CD001888_7",0.386012863920943,0.56713509551743,"STD-Damgaard-2006",6
"CD001888_8",0.702947371320334,1,"STD-Clagett-1999",4
"CD001888_9",0.48307140981571,0.947641597319848,"STD-McGill-2002",10
"CD001888_10",0.223317059779259,0.677838317820587,"STD-McGill-2002",6
"CD001888_11",2.67777620343234e-205,4.03311433838865e-200,"STD-Sait-1999",237
"CD001888_12",0.358489333091463,0.731599130287662,"STD-Axford-1994",4
"CD001888_13",0.993465100822397,0.993465100822397,"STD-Shenolikar-1997",4
"CD001888_14",1.55036235751775e-122,1.66382601161288e-117,"STD-Sait-1999",139
"CD001888_15",3.5504032792924e-104,2.42225379408795e-99,"STD-Tempe-1996",146
"CD001888_16",3.32158484085084e-107,6.02731044617699e-102,"STD-Sait-1999",139
"CD001888_18",0.62234246696337,0.759551282721771,"STD-Damgaard-2006",7
"CD001888_19",0.0232542607549602,0.0852359071375767,"STD-Mercer-2004",20
"CD001888_20",0.0246164527292896,0.0850790475667969,"STD-Mercer-2004",15
"CD001888_21",0.95049323667311,0.95049323667311,"STD-Thurer-1979",5
"CD001892_1",0.000131289609569903,0.000538078184080005,"STD-Ihle-1989",10
"CD001893_14",0.0235400687654813,0.397052172501248,"STD-Hong-2008",22
"CD001893_15",0.402792848907647,0.455431034394872,"STD-Tyagi-2011",15
"CD001894_1",0.258718078934513,0.370981883476955,"STD-Balaban-2006",80
"CD001894_2",0.399724977641252,0.563580777097938,"STD-Fang-2010",31
"CD001894_3",0.00745729668085223,0.0123502779125155,"STD-Cohen-1992",44
"CD001894_4",0.191847943581542,0.290360092732733,"STD-Balaban-2006",68
"CD001894_5",0.0278283106026722,0.0601395777225244,"STD-Cohen-1992",55
"CD001894_7",0.0273604163018473,0.0856156458989018,"STD-Balaban-2006",46
"CD001896_1",0.823107106810219,0.999741417977344,"STD-Lichten-1987",7
"CD001896_2",0.355365085854425,0.977989304080737,"STD-Lichten-1987",7
"CD001897_1",0.377346491984199,0.773263365308448,"STD-Soihet-1974",7
"CD001897_2",0.956190683166589,0.956190683166589,"STD-Gurgan-1992",6
"CD001897_3",0.0174518119753614,0.020007240808061,"STD-Rock-1984",6
"CD001897_4",0.75685292234963,0.937973366339622,"STD-Comninos-1977",6
"CD001899_1",0.0584398040572827,0.0584398040572827,"STD-Nikolovska-2005",4
"CD001901_1",3.71486709434799e-08,1.10448933949376e-07,"STD-Ben_x002d_Menachem-2000",22
"CD001901_2",3.29345847434279e-12,1.51562935526707e-11,"STD-Cereghino-_x0026_-Cramer-2000",22
"CD001901_3",1.20460728570358e-08,6.70097981747472e-08,"STD-Ben_x002d_Menachem-2000",22
"CD001901_4",1.63731833867307e-07,3.01236652038786e-07,"STD-Ben_x002d_Menachem-2000",22
"CD001901_5",0.920277479693947,0.999058377268639,"STD-Cereghino-_x0026_-Cramer-2000",25
"CD001901_6",0.0772477697119249,0.107894716188089,"STD-Tsai-2006",37
"CD001901_7",0.0642216013782029,0.137049134615956,"STD-Tsai-2006",40
"CD001901_8",0.00129931026534776,0.00250564458716319,"STD-Glauser-2006",15
"CD001901_9",0.00661556964351523,0.00858602063083854,"STD-Glauser-2006",26
"CD001905_1",0.209304565415218,0.329613364957167,"STD-McIntyre-2005",5
"CD001905_2",0.0991845868204481,0.248123054491341,"STD-Appleton-1995",3
"CD001905_3",0.221451366322065,0.428405754449712,"STD-McIntyre-2005",3
"CD001908_1",0.00271956839542343,0.0507726881527947,"STD-Sachdeo-1997",8
"CD001908_2",0.0051778280613039,0.0104855691204524,"STD-Sachdeo-1997",7
"CD001908_3",0.0244500813264722,0.0647293742449142,"STD-Sachdeo-1997",6
"CD001908_4",0.300600799528661,0.677238106904081,"STD-Sachdeo-1997",3
"CD001908_5",0.543678519405327,0.677437250473926,"STD-Sachdeo-1997",3
"CD001909_1",4.21183362881246e-08,6.12663281374549e-08,"STD-Duchowny-1999",47
"CD001909_2",0.0112265860037294,0.0258215160417325,"STD-Schachter-1995",23
"CD001909_3",0.0023285352594967,0.0186383158682959,"STD-Duchowny-1999",24
"CD001909_4",0.0143781198399278,0.0143781198399278,"STD-Smith-1993",11
"CD001909_5",0.228913039657033,0.435729526063419,"STD-Matsuo-1993",12
"CD001909_6",0.0983895137756864,0.191388461778713,"STD-Matsuo-1993",3
"CD001909_7",0.00803064383405418,0.0839897889357059,"STD-Baulac-2010",5
"CD001912_2",0.732459519803366,0.732459519803366,"STD-Stutman-2002",10
"CD001912_5",4.98376709222284e-07,8.29042496936355e-07,"STD-Stutman-2002",10
"CD001912_10",0.208244300644591,0.437407504991672,"STD-Weaver-1994",3
"CD001919_2",0.839729670885864,0.839729670885864,"STD-Smith-2004",4
"CD001919_4",0.458215315512897,0.534448140511768,"STD-Rodgers-1999",8
"CD001919_9",0.295121967831511,0.826875267942992,"STD-Downes-1993",4
"CD001919_10",0.73444812260332,0.964682804280059,"STD-Kalra-2004",6
"CD001919_13",0.658210300509535,0.737905486407234,"STD-Rodgers-1999",3
"CD001919_16",0.992249391460613,0.992249391460613,"STD-Smith-2004",8
"CD001919_20",0.269889783185868,0.336347295347927,"STD-Rodgers-1999",5
"CD001921_1",0.405310450119057,0.51868209519592,"STD-Ballotta-1999",3
"CD001921_2",0.405310450119057,0.51868209519592,"STD-Ballotta-1999",3
"CD001921_3",0.732859535171235,0.771883107262407,"STD-Ballotta-1999",3
"CD001921_4",0.522783963894139,0.608315571449739,"STD-Ballotta-1999",4
"CD001921_5",0.166044295716117,0.357794338112233,"STD-Vanmaele-1994",4
"CD001921_6",0.495176935575695,0.972486038220282,"STD-EVEREST-1998",3
"CD001921_7",0.265596669765975,0.265596669765975,"STD-Ballotta-2000",5
"CD001921_9",0.616001593399535,0.616001593399535,"STD-Ballotta-2000",5
"CD001921_10",0.0832199817954762,0.265596669765975,"STD-Ballotta-2000",5
"CD001921_11",0.93156015125505,0.93156015125505,"STD-Balzer-1998",3
"CD001921_12",0.265596669765975,0.265596669765975,"STD-Ballotta-2000",5
"CD001921_13",0.000666536187988396,0.0119962856391787,"STD-EVEREST-1998",5
"CD001921_15",0.19974717087133,0.265596669765975,"STD-Ballotta-2000",5
"CD001921_17",0.649247656437421,0.958620696387281,"STD-Ballotta-1999",3
"CD001921_18",0.185571053576574,0.252048983974096,"STD-Ballotta-1999",4
"CD001921_19",0.495176935575695,0.972486038220282,"STD-EVEREST-1998",3
"CD001921_20",0.335309921774381,0.47157230780662,"STD-Balzer-1998",4
"CD001921_21",0.403519553495018,0.406986806641495,"STD-Ballotta-1999",4
"CD001921_22",0.656485174684804,0.713601656995701,"STD-Ballotta-1999",3
"CD001921_23",0.719495470409119,0.977999260170157,"STD-Ballotta-1999",4
"CD001921_25",0.00679812950004376,0.51868209519592,"STD-Ballotta-1999",3
"CD001921_27",0.713601656995701,0.713601656995701,"STD-Ballotta-1999",3
"CD001921_28",0.713601656995701,0.713601656995701,"STD-Ballotta-1999",3
"CD001921_29",0.656485174684804,0.713601656995701,"STD-Ballotta-1999",3
"CD001921_30",0.652457932719224,0.652457932719224,"STD-Balzer-1998",3
"CD001921_31",0.51868209519592,0.51868209519592,"STD-Ballotta-1999",3
"CD001922_1",0.316748332513834,0.829037014960562,"STD-CLOTS-2009",4
"CD001922_2",0.274645104245134,0.50400472422177,"STD-Lacut-2005",4
"CD001922_3",0.374149603024448,0.882433075907581,"STD-Lacut-2005",4
"CD001923_1",0.58247529257417,0.960427937650342,"STD-VA",6
"CD001923_2",0.00206483700975086,0.0306833350577296,"STD-ACAS",7
"CD001923_3",0.000843872096234399,0.00819920262048205,"STD-ACST",9
"CD001923_4",0.273525437531869,0.379939035541426,"STD-VA",3
"CD001924_2",0.931140784009299,0.931140784009299,"STD-LUB_x002d_INT_x002d_9-1997",7
"CD001924_3",0.0641269666769478,0.0641269666769478,"STD-LUB_x002d_INT_x002d_9-1997",10
"CD001924_4",0.144488191108233,0.175499569272136,"STD-LUB_x002d_INT_x002d_4-1995",20
"CD001924_5",0.378965768834774,0.971458665488232,"STD-LUB_x002d_INT_x002d_13-1996",10
"CD001924_6",0.97638969273255,0.97638969273255,"STD-LUB_x002d_INT_x002d_9-1997",10
"CD001924_7",0.049625959598764,0.365568811177658,"STD-LUB_x002d_INT_x002d_13-1996",8
"CD001924_8",0.0246392792955021,0.234775885080342,"STD-LUB_x002d_INT_x002d_13-1996",8
"CD001924_9",0.47348680867271,0.997636629611102,"STD-LUB_x002d_INT_x002d_13-1996",16
"CD001924_10",0.0800625651454745,0.0844076498213411,"STD-LUB_x002d_INT_x002d_7-1996",8
"CD001924_11",0.607382010670803,0.607382010670803,"STD-LUB_x002d_INT_x002d_9-1997",10
"CD001925_1",0.00256051080850402,0.0179456095120871,"STD-SPAF-I",9
"CD001925_2",0.354259826395463,0.354259826395463,"STD-SPAF-I",3
"CD001925_3",0.00447158433281964,0.00447158433281964,"STD-SPAF-I",7
"CD001925_7",0.0404672658286919,0.0404672658286919,"STD-SPAF-I",7
"CD001925_9",0.675064887576185,0.675064887576185,"STD-SPAF-I",3
"CD001925_10",0.505624961023549,0.505624961023549,"STD-SPAF-I",3
"CD001927_1",7.476544693514e-05,8.73701163534788e-05,"STD-AFASAK-I",10
"CD001927_2",0.202779947172936,0.237695619058548,"STD-AFASAK-I",5
"CD001927_3",0.0160847647578735,0.0213980924990177,"STD-AFASAK-I",5
"CD001927_4",0.0141095404709768,0.0146626190309874,"STD-SPAF-I",5
"CD001927_5",0.451011747345308,0.862382422073139,"STD-SPAF-I",3
"CD001927_6",0.0673942303273054,0.607254595200792,"STD-AFASAK-I",4
"CD001927_7",0.336006478344653,0.336109748539401,"STD-CAFA",4
"CD001927_8",0.86439340540137,0.86439340540137,"STD-SPINAF",4
"CD001927_9",0.356294918233822,0.953660614422693,"STD-BAATAF",5
"CD001927_10",0.0398797786130779,0.0398797786130779,"STD-SPINAF",5
"CD001928_1",0.0429941650544916,0.0541409272817225,"STD-INWEST--1990",55
"CD001928_2",0.0168670092181457,0.0462817147962612,"STD-Bridgers-1991",62
"CD001928_3",0.336039971926899,0.901257171660967,"STD-TRUST-1990",32
"CD001928_4",0.442250163856219,0.696651839316254,"STD-TRUST-1990",38
"CD001928_5",0.101807590776634,0.7359099408597,"STD-FIST-1990",12
"CD001928_6",0.50724182212734,0.952436009213685,"STD-NEST-1993",5
"CD001929_3",0.00176776298655666,0.0233893057045879,"STD-Ajimsha-2014",9
"CD001935_2",1.98159908277459e-06,3.18370843881645e-06,"STD-Berman-1990",8
"CD001935_3",0.0474729853221773,0.135330164436358,"STD-Mandel-2002",5
"CD001939_1",0.31852779061039,0.59059241190998,"STD-Fiaccadori-1984",12
"CD001939_2",6.18017082718124e-07,4.05265338609912e-05,"STD-Marchesini-1990",15
"CD001939_3",9.27569851280079e-08,7.23934039961395e-06,"STD-Marchesini-1990",16
"CD001939_4",0.00868429578967929,0.00888988029363356,"STD-Egberts-1985",16
"CD001939_5",2.57143349166922e-30,1.55189442920338e-28,"STD-Marchesini-1990",79
"CD001939_6",1.09568243179685e-07,2.41688504803034e-05,"STD-Marchesini-1990",15
"CD001939_7",1.35353057759734e-06,0.000331286830328391,"STD-Marchesini-1990",11
"CD001939_8",0.0370143559978469,0.38989560751431,"STD-Fiaccadori-1984",4
"CD001939_9",0.0957849064745491,0.0957849064745491,"STD-Muto-2005",4
"CD001939_10",0.195284487736537,0.720568894842386,"STD-Fiaccadori-1984",12
"CD001939_11",0.191053071319334,0.720568894842386,"STD-Fiaccadori-1984",12
"CD001939_12",0.276268007051548,0.720568894842386,"STD-Fiaccadori-1984",12
"CD001939_13",0.195284487736537,0.720568894842386,"STD-Fiaccadori-1984",12
"CD001939_14",0.117571139311328,0.261713128990139,"STD-Fiaccadori-1984",58
"CD001939_15",2.94823857768823e-08,7.23934039961395e-06,"STD-Marchesini-1990",16
"CD001939_16",2.94823857768823e-08,7.23934039961395e-06,"STD-Marchesini-1990",16
"CD001939_17",1.06817305698598e-07,7.23934039961395e-06,"STD-Marchesini-1990",16
"CD001940_4",6.42153865255032e-14,2.12282708565693e-07,"STD-Miao-1993",8
"CD001940_5",0.000198954036959743,0.000198954036959743,"STD-Chang-1994",21
"CD001940_6",0.00219545746184281,0.00729418212002037,"STD-Fang-1994",9
