"REV_OUTCOME","p_value","r_value","excluded_study","num_of_studies"
"CD001940_7",0.00339528866644097,0.00345366760794995,"STD-Huang-1999a",7
"CD001940_8",0.0260973116722981,0.0284294303646419,"STD-Fang-1994",6
"CD001940_9",0.00572942986507271,0.020816431940321,"STD-Huang-1999b",5
"CD001940_10",0.152375654660374,0.552359842011984,"STD-Yan-1988",3
"CD001941_1",0.333573428402973,0.491885410012033,"STD-Bourke-2006",4
"CD001941_2",0.165385243579339,0.651861626843421,"STD-Ward-2005",3
"CD001941_3",0.0251351007449172,0.0251351007449172,"STD-Ward-2005",3
"CD001941_5",0.58043290515058,0.611586986842058,"STD-Rapha_x00eb_l-1994",3
"CD001942_1",0.076538581378396,0.112412665102931,"STD-Lagalla-2002",7
"CD001942_3",0.195243019475786,0.379702025540365,"STD-Engstr_x00f6_m-2008",3
"CD001942_4",0.769674527507774,0.925697564692064,"STD-Lagalla-2002",3
"CD001943_1",0.483967047183366,0.685150847996972,"STD-Selman-1976",24
"CD001943_2",0.108449399425194,0.249218837712967,"STD-Pool-1976",31
"CD001943_3",0.0422745716633508,0.141693080500913,"STD-Van-Der-Velde-1975",15
"CD001943_4",0.0237208163452304,0.356572357772042,"STD-Clark-1977",6
"CD001943_5",0.442802094146903,0.633910710032047,"STD-Seth-1979",19
"CD001943_6",0.466606562256148,0.685163578023144,"STD-Van-Der-Velde-1975",24
"CD001943_7",0.768998609643774,0.768998609643774,"STD-Seth-1979",21
"CD001943_8",0.965820353777061,0.982662259043436,"STD-Malik-1980",9
"CD001943_9",0.145730119951938,0.206144045258813,"STD-Steinbook-1973",62
"CD001943_10",0.60370772309151,0.645369873142901,"STD-Kiloh-1976",14
"CD001943_11",0.621706389724444,0.80093768301417,"STD-Zhang-2005",20
"CD001943_12",0.128635547975397,0.393239023790594,"STD-Dubin-1996",22
"CD001943_13",0.00178121881562946,0.405815879498692,"STD-Zhang-2005",5
"CD001943_14",0.699901318814192,0.997350720411199,"STD-Charalampous-1974",36
"CD001943_15",0.0709897432027279,0.108083759740994,"STD-Clark-1977",23
"CD001943_16",0.985518697676365,0.985518697676365,"STD-Clark-1977",6
"CD001943_17",0.145533224068036,0.204584304177082,"STD-Van-Der-Velde-1975",13
"CD001943_18",0.0186754975982414,0.0234131059170194,"STD-Clark-1977",22
"CD001943_19",0.530966668787958,0.860952150563966,"STD-Van-Der-Velde-1975",27
"CD001943_20",0.100382906980337,0.100382906980337,"STD-Li-2005b",9
"CD001943_21",0.00630387462499947,0.00947674197970003,"STD-Van-Der-Velde-1975",8
"CD001944_5",0.00385395008705448,0.0128662273391215,"STD-NIMH-1964",19
"CD001944_6",0.0813652081932297,0.146734108286862,"STD-Mena-1966",8
"CD001944_9",0.365358505694835,0.80750611882282,"STD-Chen-1995",24
"CD001944_10",0.00278230841281583,0.00278230841281583,"STD-McCreadie-1988",11
"CD001944_11",0.00316267417261949,0.00608504736808279,"STD-NIMH-1964",23
"CD001944_12",0.169516633341496,0.278177914237666,"STD-NIMH-1964",18
"CD001944_13",0.822562014751895,0.962825315594267,"STD-Clark-1975",16
"CD001944_14",0.0398301061071322,0.10440462779971,"STD-Clark-1971",29
"CD001944_15",0.217646738309018,0.273283417290211,"STD-Clark-1975",24
"CD001944_16",0.024777483150837,0.0376689946502951,"STD-Weston-1973",43
"CD001944_17",0.276037557867861,0.615898478744807,"STD-NIMH-1964",30
"CD001944_18",0.928251984750327,0.928251984750327,"STD-Clark-1975",5
"CD001944_19",0.00180564605384899,0.00258515740173683,"STD-Gui_x002d_Yun-1988",47
"CD001944_20",0.206939981561267,0.453950062024561,"STD-NIMH-1964",29
"CD001944_21",0.479544675243984,0.619831360826756,"STD-NIMH-1964",4
"CD001944_22",0.95655789871266,0.95655789871266,"STD-Clark-1975",9
"CD001944_23",0.422794110292869,0.553927156169651,"STD-Somerville-1960",21
"CD001944_24",0.056338600967989,0.223071869252953,"STD-NIMH-1964",7
"CD001944_25",0.50432202569785,0.894424503035288,"STD-Mena-1966",8
"CD001944_26",0.573738372316254,0.902521212962356,"STD-Clark-1975",4
"CD001945_15",0.00263097532298251,0.00300366531891212,"STD-Swift-1998",8
"CD001945_16",0.0315140822747615,0.065135588465959,"STD-Hirsch-1999",6
"CD001945_18",0.724614487567081,0.724614487567081,"STD-Daniel-1999",5
"CD001945_19",0.122471203539931,0.956671967042615,"STD-Keck-1998",3
"CD001945_23",0.922535449032616,0.922535449032616,"STD-Hirsch-1999",12
"CD001945_24",0.138065540637976,0.154785130908419,"STD-Swift-1998",16
"CD001945_9",0.90212634548981,0.90212634548981,"STD-Hirsch-1999",5
"CD001945_13",0.7197773670875,0.79464119178938,"STD-Arato-1997",5
"CD001945_14",0.975694705217959,0.975694705217959,"STD-Keck-1998",9
"CD001945_20",0.36738562105376,0.405408833335615,"STD-Swift-1998",7
"CD001948_3",0.767278903814212,0.767278903814212,"STD-Sarai-1987",3
"CD001948_14",0.948860722198552,0.948860722198552,"STD-Sarai-1987",5
"CD001948_15",0,0.0693911194796608,"STD-Cooper-1999a",3
"CD001948_18",1.61854455493211e-06,3.69929097468762e-06,"STD-Petit-1996",29
"CD001948_19",0.262092902581307,0.872227640498461,"STD-Sarai-1987",7
"CD001948_21",0.685973717382134,0.942970909225818,"STD-Sarai-1987",17
"CD001948_27",0.093973690323333,0.132457151966984,"STD-Cooper-1999a",3
"CD001948_4",0.039974160389088,0.039974160389088,"STD-Cooper-1999a",4
"CD001948_7",0.591461520703095,0.744411492735399,"STD-Moller-2004",5
"CD001948_8",0.176942783033106,0.962532557339278,"STD-Barnas-1987",5
"CD001948_10",0.336890233223996,0.338857032170183,"STD-Petit-1996",4
"CD001948_13",0.0488857217448027,0.0910843385174236,"STD-Cooper-1999a",7
"CD001949_1",0.303273138514588,0.730413372357234,"STD-Nishikawa-1985",7
"CD001949_3",0.505206897841669,0.505206897841669,"STD-Clark-1975_x002a_",3
"CD001949_4",0.130571917829956,0.195310046409155,"STD-Gross-1974_x002a_",10
"CD001949_6",0.785545748739059,0.981080212631242,"STD-Kolivakis-1974",8
"CD001949_7",0.727356266317994,0.870450483057743,"STD-Falloon-1978",12
"CD001949_8",0.117977466915774,0.994057684419679,"STD-Kudo-1972",3
"CD001949_9",0.145632725883247,0.450042286039029,"STD-Chouinard-1982",34
"CD001949_11",0.985340589042094,0.994389121080525,"STD-Claghorn-1974",3
"CD001949_12",0.605871781642506,0.82159088555016,"STD-Gross-1974_x002a_",13
"CD001949_15",0.899285538665336,1,"STD-Barnes-1983",4
"CD001949_17",0.809351840784687,0.973409757909597,"STD-Silverstone-1984",13
"CD001949_18",0.468546658308852,0.715443948178161,"STD-Nishikawa-1985",23
"CD001949_19",0.685085065285102,0.982915435511967,"STD-Amin-1977",15
"CD001949_20",0.476562890895353,0.729704421618444,"STD-Huber-1971",9
"CD001949_21",0.938572395833772,0.938572395833772,"STD-Huber-1971",3
"CD001949_23",0.36060095396457,0.816173237452868,"STD-Clark-1975_x002a_",8
"CD001949_24",0.000769466835109605,0.077181641020727,"STD-Falloon-1978",14
"CD001949_25",0.699732003190062,0.87752487526741,"STD-Chouinard-1982",4
"CD001951_1",0.696853467753454,0.993756697428708,"STD-Khanna-1997",32
"CD001951_2",0.273435785862542,0.66389738420164,"STD-Janicak-1997",8
"CD001951_3",0.0282595938019014,0.161036649840642,"STD-Janicak-1997",9
"CD001951_6",0.922037301483997,0.922037301483997,"STD-Modestin-1983",3
"CD001951_7",0.187865127567155,0.620068704438986,"STD-Volavka-1992",12
"CD001951_4",0.513474966972909,0.909976279266296,"STD-Simpson-1967",18
"CD001951_9",0.907094338040484,0.996880075563171,"STD-Janicak-1997",22
"CD001951_11",0.565333148293878,0.879460498857892,"STD-Modestin-1983",5
"CD001951_13",0.158119402558489,0.348777626381572,"STD-Janicak-1997",10
"CD001951_5",0.0650306505931423,0.0926319846034862,"STD-Volavka-1995",7
"CD001951_15",0.687379981183805,0.852874467536217,"STD-Volavka-1995",4
"CD001954_1",0.13943294284468,0.705104308785587,"STD-Daniel-1991",15
"CD001954_2",2.7094835218632e-05,0.00668035517865332,"STD-Harris-1998",12
"CD001954_3",0.478247904538129,0.969765399563142,"STD-Biebuyck-1996",18
"CD001954_4",0.50348415792681,0.705104308785587,"STD-Daniel-1991",15
"CD001954_5",0.128587713581277,0.731564792350935,"STD-Daniel-1991",12
"CD001954_6",0.13943294284468,0.705104308785587,"STD-Daniel-1991",15
"CD001954_7",0.259019350320733,0.80687201713235,"STD-Beghi-1995",14
"CD001954_8",0.127241555137135,0.707691185494392,"STD-Daniel-1991",12
"CD001954_9",0.13943294284468,0.705104308785587,"STD-Daniel-1991",15
"CD001954_10",0.689963631986864,0.689963631986864,"STD-Zheng-2002",12
"CD001955_10",1.88036671107566e-11,2.88809611775351e-07,"STD-Johnson-1998-A_x0026_B",10
"CD001955_11",2.05465390574746e-10,2.23421995543911e-08,"STD-Johnson-1998a",12
"CD001955_12",2.05465390574746e-10,2.23421995543911e-08,"STD-Johnson-1998a",12
"CD001955_14",8.12592686794912e-05,0.00281829393140773,"STD-Johnson-1998-A_x0026_B",6
"CD001955_15",9.11191335382474e-05,0.000639545094306901,"STD-James-1969",6
"CD001955_16",0.00165942739105313,0.00200830559645098,"STD-James-1969",4
"CD001955_17",0.000312583615200061,0.0013642948477714,"STD-Johnson-1998-A_x0026_B",18
"CD001955_2",0.100553123873616,0.100553123873616,"STD-Sparrow--2006",12
"CD001964_4",0.395029761929498,0.569955768881602,"STD-Maeta-1999",3
"CD001964_2",0.0570355197970939,0.153378669654203,"STD-Songun-2010",5
"CD001969_1",0.397807030080108,0.833284441465637,"STD-Bassler-2015",9
"CD001969_3",0.612557675535454,0.920883644313975,"STD-Fok-1999",4
"CD001969_4",0.704081833390599,0.704081833390599,"STD-Fok-1999",3
"CD001969_5",0.723924992519547,0.989291532221673,"STD-Bassler-2015",3
"CD001969_6",0.083474126694037,0.969712378250125,"STD-Jangaard-2002",8
"CD001969_9",0.819991167835348,0.959187338569609,"STD-Jangaard-2002",5
"CD001969_10",0.275969924182536,0.74299869762489,"STD-Yong-1999",5
"CD001969_17",0.60123490581813,0.980341877433335,"STD-Fok-1999",6
"CD001969_18",0.47352443373379,0.68137812287265,"STD-Fok-1999",6
"CD001969_21",0.316678149477971,0.316678149477971,"STD-Yong-1999",5
"CD001969_22",0.201601286488743,0.265808362381484,"STD-Jangaard-2002",6
"CD001970_1",0.180685679565858,0.343363759008048,"STD-Abdelmaaboud-2012",10
"CD001970_2",0.431269026751331,0.685859952969514,"STD-P_x00e9_rez-2011",8
"CD001970_3",0.560038227594205,0.560038227594205,"STD-Karagianni-2010",3
"CD001971_1",0.00171093389637018,0.0233547554825997,"STD-Baier-1998",4
"CD001971_2",0.225363120178608,0.228258896277119,"STD-Spafford-1994",4
"CD001971_3",0.397009885365889,0.485081885118326,"STD-Spafford-1994",4
"CD001972_1",0.141105339179919,0.202878331058241,"STD-Finlay-1996",10
"CD001972_2",0.103635872583864,0.103635872583864,"STD-Yap-1979",9
"CD001973_1",0.142777653397198,0.232633068316418,"STD-Kuhn-2009",6
"CD001980_10",0.314465720668101,0.426347404688381,"STD-Brattberg-2008",22
"CD001980_9",0.235580231015923,0.284716470444671,"STD-Lynch-2012",5
"CD001980_6",NA,0.505586059393298,"STD-Baumuller-2009",3
"CD001980_7",0.711745160394752,0.999355356837989,"STD-Parra_x002d_Delgado-2013",8
"CD001980_4",0.725784889668487,0.725784889668487,"STD-Thieme-2006",8
"CD001983_1",0.90518816205109,0.964425883537559,"STD-Kotaniemi-1996",9
"CD001983_2",0.363415447051977,0.417502887949647,"STD-Ringe-1987",28
"CD001983_3",0.196298455708591,0.859853313881678,"STD-Ringe-1987",5
"CD001983_4",0.000289084602988154,0.0406166236915195,"STD-Luengo-1990",5
"CD001983_5",0.0189260515792058,0.0902002900261546,"STD-Luengo-1990",3
"CD001986_1",0.0726784274055782,0.0758928224973268,"STD-Melekos-1990",6
"CD001987_1",0.000913593299948389,0.00616168885508819,"STD-Anson-1995",10
"CD001987_2",5.41538941003549e-05,0.00204261788762467,"STD-Cowles-1995",8
"CD001987_3",8.65820821613547e-07,0.0139881495657596,"STD-Sengor-1996",10
"CD001987_4",6.29782604272938e-06,0.0797012570691979,"STD-Anson-1995",4
"CD001987_5",0.99569000757956,0.99569000757956,"STD-Mottet-1999",3
"CD001991_1",0.791608952193225,0.791608952193225,"STD-North-American-NLST",8
"CD001991_2",0.737522980850764,0.99044119035556,"STD-Mem-Sloan_x002d_Kettering",8
"CD001991_4",3.11283386129351e-06,3.88804248030467e-06,"STD-Mayo-Lung-Project",5
"CD001992_2",0.138283994469683,0.579604616342456,"STD-Klauser-2012",7
"CD001992_3",0.710171367221961,0.710171367221961,"STD-Stika-2002",5
"CD001992_9",0.0468481585396053,0.597819176613547,"STD-McWhorter-2004",4
"CD001992_12",0.0815570328915086,0.0909692698497073,"STD-Zuckerman-1984a",6
"CD001992_13",0.172523738076995,0.445522357105237,"STD-Panter-1999",10
"CD001992_17",0.749054290564972,0.832705939119394,"STD-Niebyl-1980",5
"CD001992_18",0.551594174225839,0.551594174225839,"STD-Klauser-2012",12
"CD001992_19",0.228379617879435,0.874685410920818,"STD-Klauser-2012",4
"CD001992_20",0.38042384330081,0.38042384330081,"STD-Klauser-2012",5
"CD001992_5",0.214368800119202,0.372691091557833,"STD-Kurki-1991",3
"CD001992_6",0.230940095736015,0.241726556631027,"STD-Purwaka-2004",3
"CD001992_11",0.769721879710915,0.983306035632904,"STD-Klauser-2012",5
"CD001992_22",0.000392411403330604,0.00110779895691227,"STD-Kurki-1991",11
"CD001992_23",0.000408464768327165,0.0876445659914426,"STD-Morales-1989",6
"CD001992_24",0.39068433136909,0.422056794653034,"STD-Klauser-2012",4
"CD001992_26",0.0290847384579034,0.87614400889928,"STD-Kurki-1991",4
"CD001992_28",0.267883520014017,0.622645148806795,"STD-Morales-1989",3
"CD001992_29",0.967566350765137,0.967566350765137,"STD-Stika-2002",4
"CD001998_4",0.870805042907428,0.974177526666137,"STD-Los-Angeles-1996",3
"CD001998_10",0.619076263410934,0.619076263410934,"STD-St-Louis-1988",3
"CD001998_11",0.0539602721069275,0.0539602721069275,"STD-St-Louis-1988",3
"CD001998_12",0.303100699070542,0.439661465039729,"STD-Cali-1998",3
"CD001998_13",0.866882348754785,0.866882348754785,"STD-St-Louis-1988",3
"CD001999_1",2.51248367794569e-08,0.000168103482319012,"STD-de-Smit-1987",10
"CD001999_2",0.00921736581160492,0.0490684766930464,"STD-de-Smit-1987",4
"CD002000_1",0.575797655155719,0.917606175021793,"STD-Lepantalo-2009",9
"CD002000_2",0.0139792071734306,0.170267216361655,"STD-Veterans-Study",5
"CD002000_3",0.423423318793704,0.479545863072707,"STD-Lepantalo-2009",3
"CD002000_5",0.687992034152718,0.853919465738827,"STD-Holm-1991",3
"CD002000_6",0.642713330590046,0.960712439576896,"STD-STILE-Trial",8
"CD002000_7",0.375660947623248,0.820395499156682,"STD-STILE-Trial",4
"CD002000_9",0.280516527125311,0.346191035491534,"STD-Holm-1991",8
"CD002000_10",0.0990927290026856,0.278118317217079,"STD-BAESIC-study",6
"CD002000_12",0.341428512634408,0.465567740286592,"STD-Veterans-Study",3
"CD002000_15",0.838950490436699,0.921647993629292,"STD-Lepantalo-2009",6
"CD002001_1",0.243658964801242,0.480796272283254,"STD-Gonzalez-1999",74
"CD002001_2",5.0351727364595e-09,1.54124722810906e-08,"STD-Massicotte-2003",52
"CD002001_3",0.46143222978923,0.481025134248408,"STD-Lopez-2001",70
"CD002002_1",2.2815543010184e-34,2.29573673223937e-26,"STD-IFNB-MS-Group-1993",49
"CD002002_4",7.95941960346792e-18,8.89357515127932e-10,"STD-The-MSCRG-1996",3
"CD002002_5",6.33779731487751e-05,0.0227148484652659,"STD-IFNB-MS-Group-1993",3
"CD002002_6",0.187397262175271,0.190593542880497,"STD-IFNB-MS-Group-1993",3
"CD002002_7",0.28049197819623,0.339336936228225,"STD-IFNB-MS-Group-1993",3
"CD002002_8",2.1333889676038e-06,0.247232822567458,"STD-The-MSCRG-1996",3
"CD002003_1",0.397438120286601,0.406812761189893,"STD-MRCOA-1992",16
"CD002006_4",0.310124554525365,0.310124554525365,"STD-De-Jong-1997",3
"CD002006_8",0.0429838700313317,0.0919588131970845,"STD-Crowley-1991",4
"CD002006_12",0.564022989354509,0.564022989354509,"STD-Allahbadia-1992",3
"CD002006_13",0.0455257959437999,0.0498930869680509,"STD-Hillan-1984",18
"CD002006_14",0.26957660520022,0.524083789147294,"STD-Zaibunnisa-2015",42
"CD002006_2",0.547973269393419,0.694904203225685,"STD-Waldenstr_x00f6_m-1991",14
"CD002007_9",0.88627874312687,0.88627874312687,"STD-Smith-1999",7
"CD002007_11",0.606412044224134,0.606412044224134,"STD-McLauglin-1983",7
"CD002007_15",0.11663303273314,0.256770193504577,"STD-Huang-1982",3
"CD002010_12",0.00524571033126708,0.00524571033126708,"STD-Haworth-2011",8
"CD002010_13",0.00605920271787538,0.0074933321513831,"STD-Chapman-2009",6
"CD002010_14",0.10279509361406,0.102900860174674,"STD-Haworth-2011",6
"CD002010_15",0.84668317022438,0.954847378603558,"STD-Haworth-2001",7
"CD002010_16",0.0943365239284918,0.280749296098067,"STD-Aris-2004",7
"CD002018_1",0.00249724880908006,0.00249724880908006,"STD-Hantsoo-2013",7
"CD002018_2",5.50714306907057e-05,8.77847257212234e-05,"STD-Yonkers-2008",7
"CD002022_3",0.0540433578921609,0.2116514120334,"STD-Collins-2005",4
"CD002022_4",0.0309985765373632,0.221265639962531,"STD-Krabbe-2003",5
"CD002024_2",0.00550963303842267,0.399446416459646,"STD-Benos-1985",8
"CD002024_3",0.00402974539854798,0.0803269827099436,"STD-Benos-1985",3
"CD002024_5",0.0475272143845388,0.0475272143845388,"STD-Senay-1983",6
"CD002024_6",0.172675485457059,0.216025302477595,"STD-Umbricht-2003",4
"CD002024_7",0.0259179995046457,0.39945232440339,"STD-San-1990",9
"CD002024_8",0.159255224533017,0.969958274913093,"STD-San-1990",9
"CD002024_9",0.159255224533017,0.969958274913093,"STD-San-1990",9
"CD002025_2",0.00273411696313532,0.0944527284428088,"STD-Ling-2009",6
"CD002025_4",0.0189950903759353,0.83857463301564,"STD-Ling-2009",10
"CD002025_5",0.745884528366341,0.849232486413737,"STD-Ling-2005",4
"CD002025_6",0.160066277836588,0.163935086112708,"STD-Nigam-1993",3
"CD002025_1",1.30744694034857e-20,9.56362224257274e-16,"STD-Ponizovsky-2006",12
"CD002030_1",0.000310518455361773,0.0502133126370442,"STD-TAP-1999",4
"CD002030_2",0.0158035169161012,0.0158035169161012,"STD-VIP-2001",8
"CD002030_3",0.880236014590809,0.880236014590809,"STD-VIP-2001",3
"CD002030_4",0.159377177133074,0.48786738026576,"STD-TAP-1999",3
"CD002030_7",0.218700855634533,0.943288226463512,"STD-VIP-2001",3
"CD002030_8",0.0248675559401588,0.0668085575289857,"STD-TAP-1999",4
"CD002030_9",0.35791144466058,0.490256553607575,"STD-VIO-2007",3
"CD002030_10",0.010661315077914,0.0880569789094106,"STD-VIP-2001",5
"CD002030_11",9.11583939224293e-06,0.0123031399369659,"STD-TAP-1999",4
"CD002030_12",0.000588301054137581,0.101636367889666,"STD-TAP-1999",4
"CD002030_13",4.57628172122585e-07,0.00108923227223905,"STD-TAP-1999",4
"CD002030_14",0.0627889811230961,0.480712105212012,"STD-TAP-1999",3
"CD002030_17",0.00894294537452701,0.0803059159642543,"STD-TAP-1999",3
"CD002030_18",0.103078010625176,0.103078010625176,"STD-TAP-1999",6
"CD002033_2",0.0881491046543,0.2088774492661,"STD-Ellis-1994",6
"CD002033_3",0.582793581266576,0.627325210182109,"STD-Ellis-1994",6
"CD002037_1",9.09847471915842e-09,2.46032900630385e-08,"STD-Flandre",13
"CD002041_1",0.0226565595949883,0.255847217459321,"STD-Weaver-2002",6
"CD002042_1",2.39018337703605e-180,9.23991608668185e-119,"STD-Carson-2011",133
"CD002042_2",0.961442260774202,0.961442260774202,"STD-Murphy-2015",10
"CD002042_3",0.913496651510794,0.913496651510794,"STD-Carson-2011",6
"CD002042_4",1.16488951972049e-265,6.10393094377734e-172,"STD-Carson-2011",73
"CD002042_5",6.37909134916456e-270,2.44509226380494e-178,"STD-Carson-2011",59
"CD002042_6",2.6383504852535e-301,2.42726679830006e-205,"STD-Carson-2011",64
"CD002042_7",0.076889283568807,0.868945156022577,"STD-Villanueva-2013",11
"CD002042_8",0.88329611437523,0.912963104441673,"STD-Shehata-2012",6
"CD002042_9",0.2705221791643,0.763183852717369,"STD-Carson-2011",14
"CD002042_10",0.163538899970498,0.538927451199498,"STD-Carson-2011",14
"CD002042_11",0.717523107389501,0.717523107389501,"STD-Carson-2011",10
"CD002045_1",0.356228887865642,0.542246353527876,"STD-Vassar-1993b",12
"CD002047_8",0.658942517089935,0.995008865651094,"STD-Strand-1999a",10
"CD002047_9",0.245790827626232,0.820924575203529,"STD-Kremer-2002",7
"CD002047_10",0.138390304459818,0.33531430911152,"STD-Smolen-1999",9
"CD002047_11",0.351927568495947,0.656675637022399,"STD-Karanikolas-2006",7
"CD002047_13",0.113137153910519,0.234843464737525,"STD-Strand-1999a",9
"CD002047_14",0.822314255033489,0.958573029724447,"STD-Jakez_x002d_Ocampo-2002",5
"CD002047_16",0.380629116073213,0.64352036775073,"STD-Emery-1999",9
"CD002047_17",0.788461776869525,0.788461776869525,"STD-Strand-1999a",4
"CD002047_18",0.638551590972433,0.638551590972433,"STD-Smolen-1999",3
"CD002047_19",0.652816177759504,0.652816177759504,"STD-Strand-1999a",3
"CD002047_20",0.219775719345491,0.815316216642824,"STD-Antony-2006",3
"CD002047_21",0.401614907677909,0.782978499095344,"STD-Mariette-2004",4
"CD002047_22",0.0901248098440403,0.104630020008037,"STD-Lao-2001",4
"CD002047_25",0.478454990540438,0.532703513640577,"STD-Bao-2003",3
