REV_OUTCOME,p-value,r-value,excluded_study,num_of_studie,diff,p_sig,r_sig,sig_to_insig
CD005468_2,0.0,0.0,STD-Huang-2008,18,0.0,1,1,0
CD005468_3,0.0007700000000000001,0.00573,STD-van-der-Heijde-2006a,14,0.00496,1,1,0
CD005468_1,2.9999999999999997e-05,0.00013000000000000002,STD-van-der-Heijde-2006a,9,0.0001,1,1,0
CD005468_4,0.038610000000000005,0.04989,STD-Davis-2003,6,0.01128,1,1,0
CD005472_1,0.0,0.0,STD-Chen-2009,27,0.0,1,1,0
CD005473_1,2e-05,7e-05,STD-McDougle-1994,18,5e-05,1,1,0
CD005473_2,0.00042,0.00732,STD-McDougle-1994,8,0.0069,1,1,0
CD005473_3,2.9999999999999997e-05,2.9999999999999997e-05,STD-McDougle-1994,14,0.0,1,1,0
CD005473_5,1e-05,2.9999999999999997e-05,STD-McDougle-1994,15,2e-05,1,1,0
CD005474_2,0.02021,0.09618,STD-Balasubramanian-1991,10,0.07597000000000001,1,0,1
CD005474_4,0.01848,0.33144,STD-Serafetinides-1972,3,0.31296,1,0,1
CD005475_1,0.0031,0.00395,STD-traditional-_x002d_-Tang-2005,16,0.00085,1,1,0
CD005475_24,0.00949,0.01125,STD-acupoint-cat-_x002d_-Sun-2005,6,0.00176,1,1,0
CD005475_25,0.00707,0.00707,STD-electro-_x002d_-Cui-2000,13,0.0,1,1,0
CD005475_27,0.0051600000000000005,0.17317000000000002,STD-electro-_x002d_-Wang-2005,6,0.16801,1,0,1
CD005475_22,0.0032,0.028130000000000002,STD-electro-_x002d_-Wang-2005,9,0.02493,1,1,0
CD005481_1,0.00016999999999999999,0.44931000000000004,STD-Gulick-2004,3,0.44914,1,0,1
CD005481_2,2e-05,0.87882,STD-Gulick-2004,4,0.8788,1,0,1
CD005481_3,0.0,0.07715,STD-Gulick-2004,4,0.07715,1,0,1
CD005487_3,0.010329999999999999,0.0281,STD-Fredrickson-2009,53,0.017769999999999998,1,1,0
CD005487_6,9e-05,0.00101,STD-Fleischmann-2003,60,0.0009199999999999999,1,1,0
CD005487_11,0.04596,0.07685,STD-Minville-2005,7,0.030889999999999997,1,0,1
CD005494_4,0.01838,0.01838,STD-Vargas_x002d_Origel-2010,3,0.0,1,1,0
CD005496_1,0.0,0.0,STD-Samanta--2009,97,0.0,1,1,0
CD005496_2,0.01668,0.03394,STD-Manzoni-2009,97,0.01726,1,1,0
CD005497_3,0.0,0.0,STD-Raymond-2006,10,0.0,1,1,0
CD005497_5,0.0,0.0,STD-Raymond-2006,3,0.0,1,1,0
CD005497_9,0.04005,0.8947700000000001,STD-Lo-2004,3,0.85472,1,0,1
CD005500_1,2e-05,0.019530000000000002,STD-Kapp-2002,28,0.01951,1,1,0
CD005500_2,0.0,0.0,STD-Ho-2003,13,0.0,1,1,0
CD005500_3,0.0,0.0,STD-Ho-2003,24,0.0,1,1,0
CD005500_4,0.00025,0.08943,STD-Wahn-2002,42,0.08918,1,0,1
CD005500_6,0.0,0.0,STD-Wahn-2002,26,0.0,1,1,0
CD005500_7,0.00695,0.0087,STD-ASM981C2316-2005,17,0.00175,1,1,0
CD005506_6,0.04056,0.18128,STD-Ramsook-2002,3,0.14072,1,0,1
CD005506_7,0.01735,0.04355,STD-Ramsook-2002,3,0.0262,1,1,0
CD005507_13,0.0,0.14667,STD-Diaz-2011,3,0.14667,1,0,1
CD005507_15,0.0071,0.0819,STD-Diaz-2011,3,0.0748,1,0,1
CD005522_1,1e-05,1e-05,STD-Babul-2004,28,0.0,1,1,0
CD005527_3,0.0,0.0,STD-Chemello-1995,44,0.0,1,1,0
CD005530_1,0.01548,0.60277,STD-Pichichero-1997,7,0.58729,1,0,1
CD005530_3,0.00025,0.00349,STD-Omenaca-2001,18,0.00324,1,1,0
CD005530_4,0.00271,0.09981,STD-Mallet-2000,18,0.0971,1,0,1
CD005530_13,0.0,0.00022,STD-Pichichero-1997,15,0.00022,1,1,0
CD005530_17,2.9999999999999997e-05,0.04514,STD-Rao-2009,6,0.045110000000000004,1,1,0
CD005530_21,0.0020399999999999997,0.9197299999999999,STD-Nolan-2001,16,0.91769,1,0,1
CD005533_1,0.0039700000000000004,0.0061,STD-Baraniuk-1999,51,0.00213,1,1,0
CD005533_2,0.039560000000000005,0.06314,STD-SLGA5021,22,0.02358,1,0,1
CD005533_3,0.00063,0.0010400000000000001,STD-SLGA5021,48,0.00041,1,1,0
CD005533_52,0.00763,0.01324,STD-Baraniuk-1999,52,0.00561,1,1,0
CD005533_53,0.0036,0.00585,STD-SFCF4026,63,0.00225,1,1,0
CD005533_56,0.038130000000000004,0.06531,STD-Greening-1994,11,0.027180000000000003,1,0,1
CD005533_57,0.00125,0.013619999999999998,STD-SLGA5021,13,0.01237,1,1,0
CD005533_9,0.02535,0.07755,STD-Baraniuk-1999,24,0.0522,1,0,1
CD005535_1,5e-05,0.00016,STD-O_x0027_Byrne-2001b,56,0.00011,1,1,0
CD005535_3,0.00601,0.01251,STD-O_x0027_Byrne-2001b,28,0.0065,1,1,0
CD005535_4,0.01546,0.06014,STD-O_x0027_Byrne-2001b,13,0.044680000000000004,1,0,1
CD005535_5,0.02445,0.05334,STD-Aubier-1999a,43,0.02889,1,0,1
CD005535_40,0.0,0.0,STD-SAS40036,85,0.0,1,1,0
CD005535_44,0.00759,0.17093,STD-van-der-Molen-1997,12,0.16334,1,0,1
CD005535_8,0.0,0.0,STD-SAS40036,65,0.0,1,1,0
CD005535_10,0.00554,0.01316,STD-O_x0027_Byrne-2001b,28,0.00762,1,1,0
CD005535_11,0.00432,0.01316,STD-O_x0027_Byrne-2001b,28,0.00884,1,1,0
CD005535_13,0.00784,0.026860000000000002,STD-O_x0027_Byrne-2001b,25,0.01902,1,1,0
CD005563_1,0.0,0.0,STD-Larsen-2010,34,0.0,1,1,0
CD005563_2,0.01874,0.26516999999999996,STD-Chan-2013,3,0.24643,1,0,1
CD005563_7,0.0152,0.8264299999999999,STD-Lundstrom-2007,5,0.81123,1,0,1
CD005563_8,0.03034,0.19479000000000002,STD-Lundstrom-2007,5,0.16445,1,0,1
CD005566_2,0.00518,0.04498,STD-Prasongsukarn-2005,23,0.0398,1,1,0
CD005568_1,0.0,0.0,STD-Liu-2004a,9,0.0,1,1,0
CD005571_1,0.00011999999999999999,0.00435,STD-Saadeddin-2005,25,0.004229999999999999,1,1,0
CD005571_3,0.00443,0.00443,STD-Preclik-1999,12,0.0,1,1,0
CD005583_1,0.0,9e-05,STD-You-2006,28,9e-05,1,1,0
CD005583_2,0.00114,0.01611,STD-You-2006,12,0.014969999999999999,1,1,0
CD005583_3,0.0031,0.06858,STD-You-2006,9,0.06548,1,0,1
CD005583_5,0.0012900000000000001,0.017759999999999998,STD-You-2006,13,0.01647,1,1,0
CD005584_1,0.0,0.0,STD-Lo-2006,32,0.0,1,1,0
CD005584_2,0.0,0.0,STD-Lo-2006,32,0.0,1,1,0
CD005584_3,0.0,0.0,STD-Lo-2006,35,0.0,1,1,0
CD005584_4,0.0,1e-05,STD-Lo-2006,19,1e-05,1,1,0
CD005584_5,0.00133,0.00624,STD-Chung-1999,18,0.00491,1,1,0
CD005584_6,0.00882,0.1042,STD-Kubba-1996,16,0.09537999999999999,1,0,1
CD005584_8,0.0017800000000000001,0.013030000000000002,STD-Chung-1997,23,0.01125,1,1,0
CD005589_3,0.00141,0.0033200000000000005,STD-Huinink-2004,87,0.0019100000000000002,1,1,0
CD005590_1,2.9999999999999997e-05,0.00091,STD-Hughes-1977,6,0.00088,1,1,0
CD005590_2,0.00061,0.08507,STD-Arning-1990,7,0.08446000000000001,1,0,1
CD005590_6,0.004529999999999999,0.06447,STD-Olsen-1993,3,0.05994,1,0,1
CD005590_7,0.00503,0.41262,STD-Hughes-1977,5,0.40759,1,0,1
CD005590_8,1e-05,0.00413,STD-Hughes-1977,8,0.00412,1,1,0
CD005590_10,0.00968,0.028789999999999996,STD-Hughes-1977,5,0.01911,1,1,0
CD005590_13,0.00073,0.12783,STD-Arning-1990,7,0.1271,1,0,1
CD005593_6,0.00026000000000000003,0.0005099999999999999,STD-RIV_x002d_B351,15,0.00025,1,1,0
CD005593_7,0.00759,0.05322999999999999,STD-RIV_x002d_B352,15,0.04564,1,0,1
CD005593_10,0.0448,0.08296,STD-GAL_x002d_USA_x002d_1-Raskind,14,0.03816,1,0,1
CD005593_16,0.00183,0.00517,STD-RIV_x002d_B352,12,0.0033399999999999997,1,1,0
CD005593_21,0.00114,0.0014199999999999998,STD-RIV_x002d_B303,13,0.00028,1,1,0
CD005593_23,0.00032,0.00032,STD-RIV_x002d_B352,12,0.0,1,1,0
CD005593_32,0.03482,0.03877,STD-DON_x002d_304,7,0.00395,1,1,0
CD005593_34,0.0,0.0,STD-RIV_x002d_B304,13,0.0,1,1,0
CD005593_38,0.0293,0.06967999999999999,STD-DON_x002d_Nordic,5,0.04038,1,0,1
CD005593_48,0.00018,0.00021,STD-RIV_x002d_B303,11,2.9999999999999997e-05,1,1,0
CD005593_52,0.00405,0.71854,STD-GAL_x002d_USA_x002d_10-Tariot,4,0.71449,1,0,1
CD005593_53,0.008,0.25464000000000003,STD-RIV_x002d_B303,9,0.24664,1,0,1
CD005607_1,0.0241,0.28805,STD-Telian-1986,15,0.26395,1,0,1
CD005608_1,0.00457,0.0054,STD-Yuen-1994,13,0.0008300000000000001,1,1,0
CD005612_1,0.0,0.0,STD-French-2003,83,0.0,1,1,0
CD005612_3,0.0,0.0,STD-French-2003,34,0.0,1,1,0
CD005612_5,9e-05,0.00042,STD-Beydoun-2005,40,0.00033,1,1,0
CD005612_6,0.0,1e-05,STD-Beydoun-2005,19,1e-05,1,1,0
CD005612_7,0.01763,0.02325,STD-French-2003,17,0.00562,1,1,0
CD005613_3,0.00168,0.01406,STD-Fritsche-2003,3,0.01238,1,1,0
CD005613_5,9e-05,0.00011,STD-Fritsche-2003,3,2e-05,1,1,0
CD005614_2,0.0,1e-05,STD-Alekseeva-2005b,7,1e-05,1,1,0
CD005614_7,0.00011,0.24231,STD-Alekseeva-2005b,7,0.2422,1,0,1
CD005614_43,0.0,0.0,STD-Kahan-2009,16,0.0,1,1,0
CD005614_6,0.03585,0.12209,STD-Sawitzke-2010,4,0.08624,1,0,1
CD005614_11,0.03461,0.33164,STD-Michel-2005,8,0.29703,1,0,1
CD005614_14,2.9999999999999997e-05,4e-05,STD-Bourgeois-1998,3,1e-05,1,1,0
CD005614_15,0.0,0.0,STD-Nasonova-2001,5,0.0,1,1,0
CD005614_16,0.0,0.0,STD-Nasonova-2001,7,0.0,1,1,0
CD005614_17,4e-05,0.28670999999999996,STD-Alekseeva-1999,5,0.28667,1,0,1
CD005620_1,0.03419,0.055929999999999994,STD-Casa-Pia-2007,7,0.02174,1,0,1
CD005624_2,0.01936,0.97357,STD-RELACS-Study,11,0.95421,1,0,1
CD005624_3,0.0054,0.0372,STD-Magna-2007,6,0.0318,1,1,0
CD005627_3,0.02277,0.17884,STD-Lovelady-2000,3,0.15607000000000001,1,0,1
CD005632_2,0.0,0.0,STD-ATLAS-Study-2005,32,0.0,1,1,0
CD005632_3,9e-05,0.00078,STD-Ponticelli-1997,29,0.0006900000000000001,1,1,0
CD005633_3,0.03923,0.41253,STD-Berl-1980,5,0.3733,1,0,1
CD005633_5,0.0,0.0,STD-Qiu-2003,7,0.0,1,1,0
CD005633_7,0.00014,0.02437,STD-Akizawa-2004,5,0.02423,1,1,0
CD005633_12,0.015119999999999998,0.029960000000000004,STD-Baker-1986,4,0.01484,1,1,0
CD005642_3,0.00018999999999999998,0.0009699999999999999,STD-Rumi-2010,16,0.00078,1,1,0
CD005642_4,0.00158,0.006529999999999999,STD-Rumi-2010,24,0.00495,1,1,0
CD005642_6,0.00028,0.0016600000000000002,STD-Rumi-2010,11,0.0013800000000000002,1,1,0
CD005642_5,0.00023999999999999998,0.00143,STD-Rumi-2010,12,0.00119,1,1,0
CD005650_2,0.01938,0.01938,STD-Farrington-2002,10,0.0,1,1,0
CD005650_3,0.03725,0.03725,STD-Farrington-2002,10,0.0,1,1,0
CD005650_4,0.01904,0.06439,STD-Deschamps-1998,9,0.04535,1,0,1
CD005650_5,0.02368,0.07812000000000001,STD-Deschamps-1998,8,0.054439999999999995,1,0,1
CD005652_7,0.033030000000000004,0.62284,STD-Giesen_x002d_Bloo-2006,5,0.5898100000000001,1,0,1
CD005652_18,0.03253,0.29288000000000003,STD-Linehan-2006,15,0.26035,1,0,1
CD005652_16,4e-05,0.00518,STD-Bateman-2009,5,0.00514,1,1,0
CD005653_4,0.0,0.0,STD-Zanarini-2007,74,0.0,1,1,0
CD005653_2,0.00256,0.03988,STD-Hallahan-2007,5,0.03732,1,1,0
CD005654_1,0.00364,0.0059299999999999995,STD-Kim-2007,7,0.00229,1,1,0
CD005657_1,0.02323,0.029710000000000004,STD-Bolt-2008,6,0.00648,1,1,0
CD005657_2,0.0067599999999999995,0.0067599999999999995,STD-Hoberman-1997,6,0.0,1,1,0
CD005944_9,0.0,0.00043,STD-Vinutha-2000,4,0.00043,1,1,0
CD005948_3,0.04557,0.06513,STD-van-Wassenaer-1997,4,0.01956,1,0,1
CD005948_17,0.00255,0.02646,STD-van-Wassenaer-1997,10,0.02391,1,1,0
CD005948_18,0.0,0.0,STD-van-Wassenaer-1997,4,0.0,1,1,0
CD005948_21,0.00033999999999999997,0.00225,STD-van-Wassenaer-1997,11,0.0019100000000000002,1,1,0
CD005948_22,0.04028,0.07605,STD-Smith-2000,12,0.035769999999999996,1,0,1
CD005948_24,0.00114,0.00236,STD-van-Wassenaer-1997,6,0.00122,1,1,0
CD005948_16,0.03755,0.03755,STD-van-Wassenaer-1997,4,0.0,1,1,0
CD005951_3,0.04975,0.77128,STD-rFVIIa-phase-IIB,5,0.72153,1,0,1
CD005953_7,0.01787,0.7681,STD-JET--2006,4,0.7502300000000001,1,0,1
CD005959_4,0.02047,0.08804,STD-Bolano-1995,3,0.06757,1,0,1
CD005959_7,0.03497,0.86923,STD-Changulani-2007,3,0.83426,1,0,1
CD005959_11,0.00351,0.00351,STD-McCormack-2000,5,0.0,1,1,0
CD005960_2,0.00037,0.00081,STD-Beynnon-2002,36,0.00044,1,1,0
CD005960_6,1e-05,1e-05,STD-Maletis-2007,51,0.0,1,1,0
CD005960_12,0.0,0.0,STD-Eriksson-2001,43,0.0,1,1,0
CD005960_17,2e-05,2e-05,STD-Shaieb-2002,28,0.0,1,1,0
CD005960_18,0.03071,0.0725,STD-Aglietti-2004,4,0.04179,1,0,1
CD005960_27,0.00013000000000000002,0.00022,STD-O_x0027_Neill-1996,19,9e-05,1,1,0
CD005962_22,0.01913,0.33647,STD-Goff-2006a,6,0.31734,1,0,1
CD005962_28,0.02016,0.0203,STD-Goff-2006a,12,0.000139999999999998,1,1,0
CD005966_3,0.01842,0.71912,STD-Valero-1996,5,0.7007,1,0,1
CD005967_1,0.0010400000000000001,0.00293,STD-Dondorp-2005,9,0.0018899999999999998,1,1,0
CD005967_2,0.01111,0.012819999999999998,STD-Newton-2003,6,0.0017100000000000001,1,1,0
CD005967_3,0.013269999999999999,0.03562,STD-Newton-2003,5,0.02235,1,1,0
CD005967_4,0.0067,0.01544,STD-Dondorp-2010,8,0.008740000000000001,1,1,0
CD005967_10,0.0012,0.00389,STD-Dondorp-2005,9,0.0026899999999999997,1,1,0
CD005975_4,0.0084,0.7830199999999999,STD-Muhe-1997,3,0.77462,1,0,1
CD005976_1,0.03564,0.18667,STD-Agarwal-2004,6,0.15103,1,0,1
CD005976_3,0.01272,0.03524,STD-Kartasasmita-2002,8,0.02252,1,1,0
CD005981_4,0.01769,0.39744,STD-METHRO-III-2003,18,0.37975,1,0,1
CD005989_7,0.038669999999999996,0.13844,STD-Shivpuri-1969,3,0.09977000000000001,1,0,1
CD005993_2,0.03968,0.87518,STD-Hall-1983,3,0.8355,1,0,1
CD005996_5,0.04451,0.16952,STD-Kim-1997,11,0.12500999999999998,1,0,1
CD005996_7,0.04727,0.12351,STD-Kim-1997,19,0.07624,1,0,1
CD005998_1,0.023209999999999998,0.20169,STD-Kant-A-2011,8,0.17848,1,0,1
CD005998_2,0.00251,0.06506,STD-Preutthipan-2006,12,0.06255,1,0,1
CD005998_3,1e-05,1e-05,STD-Atay-1997,27,0.0,1,1,0
CD005998_9,0.0,0.0,STD-Preutthipan-2000,23,0.0,1,1,0
CD006003_6,0.0,0.0,STD-Budd-1982,27,0.0,1,1,0
CD006006_4,0.0026899999999999997,0.02752,STD-Henley-1995,4,0.02483,1,1,0
CD006008_4,0.018009999999999998,0.8003100000000001,STD-Domurath-2011,16,0.7823,1,0,1
CD006009_7,0.0,0.0,STD-Montagna-2010,27,0.0,1,1,0
CD006009_8,0.0,0.0,STD-Montagna-2010,13,0.0,1,1,0
CD006009_9,0.0,0.0,STD-Montagna-2010,13,0.0,1,1,0
CD006009_10,0.0,0.0,STD-Trenkwalder-2008,33,0.0,1,1,0
CD006009_15,0.0,0.0,STD-Trenkwalder-2008,33,0.0,1,1,0
CD006009_17,0.0,0.0,STD-Hening-2010,33,0.0,1,1,0
CD006009_18,0.0,0.0,STD-Hening-2010,30,0.0,1,1,0
CD006009_3,0.0,0.0,STD-Montagna-2010,27,0.0,1,1,0
CD006015_2,0.02605,0.02605,STD-Lepor-1996,4,0.0,1,1,0
CD006015_5,0.0,0.0,STD-McConnell-1998,4,0.0,1,1,0
CD006015_6,0.0,0.0,STD-Nickel-1996,21,0.0,1,1,0
CD006015_12,0.00016999999999999999,0.13279000000000002,STD-McConnell-1998,4,0.13262000000000002,1,0,1
CD006015_19,0.0,2.9999999999999997e-05,STD-McConnell-1998,4,2.9999999999999997e-05,1,1,0
CD006019_7,0.00119,0.00512,STD-Denham-2005,10,0.0039299999999999995,1,1,0
CD006019_8,0.00259,0.00591,STD-Pilepich-2005,8,0.0033200000000000005,1,1,0
CD006019_11,0.00343,0.0038200000000000005,STD-Klotz-2003,8,0.00039,1,1,0
CD006019_12,0.00351,0.004079999999999999,STD-Klotz-2003,8,0.00057,1,1,0
CD006020_1,0.0051600000000000005,0.026039999999999997,STD-Kitzman-1997,10,0.020880000000000003,1,1,0
CD006023_2,0.010790000000000001,0.37795,STD-Block-2005,6,0.36716,1,0,1
CD006023_3,0.0,0.0,STD-Shigematsu-2008,19,0.0,1,1,0
CD006023_1,0.00132,0.005220000000000001,STD-Gallieni-2005,15,0.0039,1,1,0
CD006027_5,1e-05,0.00223,STD-Kumar-2011,3,0.0022199999999999998,1,1,0
CD006028_2,0.0,0.0,STD-Allgren-1997,6,0.0,1,1,0
CD006028_3,0.0,0.0,STD-Allgren-1997,6,0.0,1,1,0
CD006028_16,0.00013000000000000002,0.0009,STD-Allgren-1997,44,0.0007700000000000001,1,1,0
CD006028_13,0.00572,0.017419999999999998,STD-Sw_x00e4_rd-2004,20,0.0117,1,1,0
CD006028_14,0.00195,0.00196,STD-Rahman-1994,22,1e-05,1,1,0
CD006029_1,0.0,0.0,STD-Hendrikx-1999,11,0.0,1,1,0
CD006029_2,0.0,0.0,STD-Verze-2010,4,0.0,1,1,0
CD006029_3,0.0,2.9999999999999997e-05,STD-Peschel-1999,5,2.9999999999999997e-05,1,1,0
CD006029_4,0.00011,0.01779,STD-Lee-2006,6,0.01768,1,1,0
CD006037_2,0.04584,0.20903000000000002,STD-Jones-2011,4,0.16319,1,0,1
CD006041_7,0.0,0.0,STD-Gerard-2006,3,0.0,1,1,0
CD006041_9,0.0,0.0,STD-Bosset-2006,5,0.0,1,1,0
CD006055_1,0.0,0.0008900000000000001,STD-Stein-1993,21,0.0008900000000000001,1,1,0
CD006055_5,0.0001,0.00217,STD-Anukam-2006a,7,0.00207,1,1,0
CD006055_9,0.04749,0.1858,STD-Paavonen--2000,7,0.13831,1,0,1
CD006055_3,0.009609999999999999,0.016919999999999998,STD-Fischbach-1993,3,0.00731,1,1,0
CD006056_6,0.00852,0.2438,STD-Esteban-1997,4,0.23528000000000002,1,0,1
CD006058_1,0.00088,0.34581999999999996,STD-Celli-1984,8,0.34494,1,0,1
CD006060_1,0.0,0.0,STD-Schernthaner-2004,18,0.0,1,1,0
CD006063_1,0.002,0.0027600000000000003,STD-Hanefeld-2007,9,0.0007599999999999999,1,1,0
CD006066_1,0.01296,0.034710000000000005,STD-Athens-1993,90,0.02175,1,1,0
CD006066_12,0.00042,0.00112,STD-Dallas-1986,11,0.0007,1,1,0
CD006066_15,0.0,0.0,STD-Dublin-1985,11,0.0,1,1,0
CD006066_18,0.0,0.9882,STD-Athens-1993,5,0.9882,1,0,1
CD006066_19,0.0,0.0,STD-Dublin-1985,67,0.0,1,1,0
CD006075_6,0.02938,0.30083000000000004,STD-Green-2002,3,0.27145,1,0,1
CD006077_1,2e-05,2e-05,STD-Schumacher-2008,7,0.0,1,1,0
CD006077_2,0.0,0.0,STD-Becker-2010,10,0.0,1,1,0
CD006080_1,0.02802,0.41211000000000003,STD-Rodriguez_x002d_Merchan-97,4,0.38409,1,0,1
CD006080_2,0.01941,0.27576,STD-Shankar-1992,4,0.25635,1,0,1
CD006081_14,0.0,1e-05,STD-Yu-2010,25,1e-05,1,1,0
CD006085_1,0.0,0.0,STD-Asrani-1995,35,0.0,1,1,0
CD006085_2,0.0,0.0,STD-Asrani-1995,34,0.0,1,1,0
CD006085_3,1e-05,1e-05,STD-Huggins-1982,20,0.0,1,1,0
CD006085_4,0.037630000000000004,0.3819,STD-Swami-1977,22,0.34426999999999996,1,0,1
CD006085_6,0.00029,0.02449,STD-Awal-1979,11,0.0242,1,1,0
CD006088_3,0.03345,0.03345,STD-Roa-1995,4,0.0,1,1,0
CD006089_13,0.029019999999999997,0.04765,STD-Kaiser-2001,7,0.01863,1,1,0
CD006089_15,0.01042,0.02253,STD-Varonen-2003,8,0.01211,1,1,0
CD006089_16,0.04048,0.12268,STD-Varonen-2003,8,0.0822,1,0,1
CD006095_1,0.0,0.0,STD-Gao-2010,75,0.0,1,1,0
CD006095_3,0.0,1e-05,STD-Gao-2010,15,1e-05,1,1,0
CD006095_4,0.0,0.0,STD-Gao-2010,42,0.0,1,1,0
CD006095_5,0.0,0.0,STD-Gao-2010,20,0.0,1,1,0
CD006095_6,0.0,0.0,STD-Gao-2010,65,0.0,1,1,0
CD006095_7,0.0,0.0,STD-Gao-2010,65,0.0,1,1,0
CD006095_8,0.0,5e-05,STD-Gao-2010,65,5e-05,1,1,0
CD006095_10,0.0,0.0,STD-Gao-2010,40,0.0,1,1,0
CD006095_11,0.0,0.0,STD-Gao-2010,45,0.0,1,1,0
CD006095_12,0.0,1e-05,STD-Kotowska-2005,24,1e-05,1,1,0
CD006096_2,0.02877,0.72273,STD-Miehlke-2009,3,0.69396,1,0,1
CD006097_1,0.00047999999999999996,0.0007099999999999999,STD-Sandborn-2005,11,0.00022999999999999998,1,1,0
CD006099_2,0.0,0.8286399999999999,STD-Suslu-2006,3,0.8286399999999999,1,0,1
CD006100_4,0.03639,0.21358000000000002,STD-Camargo-2003a,4,0.17719000000000001,1,0,1
CD006102_1,2e-05,4e-05,STD-Van-der-Meer-2010,55,2e-05,1,1,0
CD006102_2,0.0155,0.0206,STD-Carmody-2008,19,0.0051,1,1,0
CD006102_3,0.03388,0.03388,STD-Van-der-Meer-2010,22,0.0,1,1,0
CD006102_4,0.0071400000000000005,0.0071400000000000005,STD-Van-der-Meer-2010,25,0.0,1,1,0
CD006102_5,0.00587,0.0071400000000000005,STD-Van-der-Meer-2010,25,0.0012699999999999999,1,1,0
CD006102_6,0.0049299999999999995,0.0071400000000000005,STD-Van-der-Meer-2010,25,0.00221,1,1,0
CD006102_7,0.00375,0.0071400000000000005,STD-Van-der-Meer-2010,25,0.00339,1,1,0
CD006102_8,0.00375,0.0071400000000000005,STD-Van-der-Meer-2010,25,0.00339,1,1,0
CD006102_9,0.00375,0.0071400000000000005,STD-Van-der-Meer-2010,25,0.00339,1,1,0
CD006102_10,0.00375,0.0071400000000000005,STD-Van-der-Meer-2010,25,0.00339,1,1,0
CD006103_3,0.0,0.0,STD-Rigotti-2010,78,0.0,1,1,0
CD006103_4,0.01324,0.027000000000000003,STD-EAGLES-2016,51,0.01376,1,1,0
CD006105_2,0.0193,0.050910000000000004,STD-Tang-2006,8,0.03161,1,0,1
CD006105_3,0.0,5e-05,STD-Visnova-2003,8,5e-05,1,1,0
CD006105_5,1e-05,2e-05,STD-Kjotrod-2011,4,1e-05,1,1,0
CD006107_1,0.0010400000000000001,0.00118,STD-Azmy-2009,17,0.00014,1,1,0
CD006107_2,0.0008,0.0019,STD-Coroleu-2000,20,0.0011,1,1,0
CD006109_4,0.0020399999999999997,0.01116,STD-Garcia_x002d_Velasco-2011,11,0.00912,1,1,0
CD006114_14,0.01138,0.01138,STD-Schoemaker-2002,30,0.0,1,1,0
CD006114_15,0.0,0.0,STD-Asakura-2005,41,0.0,1,1,0
CD006114_23,0.02429,0.11244000000000001,STD-Harris-1991a,31,0.08815,1,0,1
CD006114_24,0.00011999999999999999,0.00274,STD-Feighner-1989,18,0.00262,1,1,0
CD006114_31,0.02443,0.11034000000000001,STD-Kasper-1990,53,0.08591,1,0,1
CD006114_6,0.0,0.0,STD-Asakura-2005,27,0.0,1,1,0
CD006114_8,0.0,2e-05,STD-Cassano-1986,25,2e-05,1,1,0
CD006114_9,0.0,0.00015,STD-Lydiard-1989,21,0.00015,1,1,0
CD006116_2,0.00322,0.01238,STD-Murray-1994,8,0.00916,1,1,0
CD006124_1,0.016980000000000002,0.29123000000000004,STD-Simforoosh-2005,5,0.27425,1,0,1
CD006127_1,0.0,0.0,STD-DIRECT-Prevent-1,15,0.0,1,1,0
CD006127_3,0.0,1e-05,STD-ABCD-_x0028_1_x0029_,12,1e-05,1,1,0
CD006127_7,0.0,0.0,STD-DIRECT-Protect-1,3,0.0,1,1,0
CD006140_4,0.01353,0.01353,STD-Kranzler-2004,14,0.0,1,1,0
CD006142_2,0.0001,0.0001,STD-Amer_x002d_Cuenca-2011,7,0.0,1,1,0
CD006146_1,0.0,0.0,STD-Hanna-2008,23,0.0,1,1,0
CD006146_3,0.0,0.0,STD-Gimbel-2003,12,0.0,1,1,0
CD006146_4,0.0,0.0,STD-Raja-2002,14,0.0,1,1,0
CD006146_5,4e-05,0.00375,STD-Gimbel-2003,6,0.00371,1,1,0
CD006146_6,2.9999999999999997e-05,0.0021,STD-Hanna-2008,8,0.00207,1,1,0
CD006146_7,1e-05,0.00063,STD-Hanna-2008,5,0.00062,1,1,0
CD006150_1,0.00172,0.02865,STD-Bozzette-1990,6,0.026930000000000003,1,1,0
CD006150_2,0.0093,0.04098,STD-Bozzette-1990,5,0.03168,1,1,0
CD006150_4,0.0015199999999999999,0.041319999999999996,STD-Nielsen-1992,3,0.0398,1,1,0
CD006150_5,0.00099,0.02865,STD-Bozzette-1990,6,0.02766,1,1,0
CD006150_6,0.00041,0.00617,STD-Bozzette-1990,5,0.00576,1,1,0
CD006150_7,0.034,0.71282,STD-Bozzette-1990,3,0.67882,1,0,1
CD006158_1,0.045239999999999995,0.22191,STD-Overgaard-2007,10,0.17667,1,0,1
CD006162_3,0.007809999999999999,0.01091,STD-RIO_x002d_North-America,9,0.0031,1,1,0
CD006162_4,0.020919999999999998,0.0241,STD-RIO_x002d_North-America,12,0.00318,1,1,0
CD006162_9,0.00026000000000000003,0.00045999999999999996,STD-RIO_x002d_North-America,12,0.0002,1,1,0
CD006167_15,0.008870000000000001,0.008870000000000001,STD-Garite-1993,18,0.0,1,1,0
CD006167_18,0.02538,0.0303,STD-Fraser-1993,3,0.00492,1,1,0
CD006172_2,0.016569999999999998,0.06464,STD-Brown-1999,8,0.04807,1,0,1
CD006172_7,0.00225,0.00886,STD-Corwin-1996,5,0.0066099999999999996,1,1,0
