REV_OUTCOME,p-value,r-value,excluded_study,num_of_studie,diff,p_sig,r_sig,sig_to_insig
CD003423_5,1e-05,2e-05,STD-Cantekin-1983,12,1e-05,1,1,0
CD003423_6,0.00047000000000000004,0.010579999999999999,STD-Cantekin-1991,8,0.01011,1,1,0
CD003431_6,5e-05,9e-05,STD-Arroyo-2005,14,4e-05,1,1,0
CD003431_7,0.028130000000000002,0.94758,STD-Altomare-2000,3,0.91945,1,0,1
CD003433_2,0.032139999999999995,0.9966700000000001,STD-Kirwan-2006,3,0.9645299999999999,1,0,1
CD003435_1,0.01584,0.09301,STD-HAMLET-2009,6,0.07717,1,0,1
CD003435_2,0.026860000000000002,0.31483,STD-DESTINY-2007,3,0.28797,1,0,1
CD003437_1,2e-05,0.00212,STD-Yang-2002,7,0.0021,1,1,0
CD003437_14,0.00625,0.02437,STD-Ponzio-2001,28,0.018119999999999997,1,1,0
CD003437_9,0.0,2e-05,STD-Yang-2002,5,2e-05,1,1,0
CD003443_4,0.04481,0.84393,STD-CATIE-2005,26,0.7991199999999999,1,0,1
CD003443_5,7e-05,0.22319,STD-CATIE-2005,16,0.22311999999999999,1,0,1
CD003443_9,0.00037,0.11567999999999999,STD-Kane-2003,84,0.11531,1,0,1
CD003443_11,0.022369999999999998,0.64025,STD-Sun-2000,32,0.61788,1,0,1
CD003443_12,0.0244,0.12042,STD-Sun-2000,57,0.09602000000000001,1,0,1
CD003443_16,0.00547,0.36691999999999997,STD-Sun-2000,21,0.36145,1,0,1
CD003443_6,0.0321,0.07525,STD-Sun-2000,34,0.04315,1,0,1
CD003443_20,0.01438,0.04768,STD-CATIE-2005,16,0.0333,1,1,0
CD003443_21,0.0,0.008759999999999999,STD-Kane-2003,15,0.008759999999999999,1,1,0
CD003443_24,0.01325,0.23549,STD-Sun-2000,38,0.22224000000000002,1,0,1
CD003443_27,0.02113,0.1124,STD-CATIE-2005,45,0.09127,1,0,1
CD003444_7,0.0038399999999999997,0.00449,STD-Luo-1997-a,6,0.00065,1,1,0
CD003449_6,0.03999,0.07919,STD-Alvarez_x002d_Sanchez-1996,5,0.0392,1,0,1
CD003463_1,0.01188,0.57612,STD-Prado-2008,20,0.56424,1,0,1
CD003463_3,0.02424,0.57484,STD-Gallerano-2000_x002a__x002a_,27,0.5506,1,0,1
CD003463_6,0.00059,0.0026899999999999997,STD-Gallerano-2000_x002a__x002a_,5,0.0021,1,1,0
CD003463_9,0.0,0.0,STD-Gallerano-2000_x002a__x002a_,11,0.0,1,1,0
CD003464_1,0.0,0.0,STD-Turpie-1993,37,0.0,1,1,0
CD003464_2,0.00037999999999999997,0.0005200000000000001,STD-PACTE-1978,36,0.00014,1,1,0
CD003464_4,0.03186,0.21846,STD-Laffort-2000,13,0.1866,1,0,1
CD003474_1,0.0,0.00234,STD-Aredia-2000,17,0.00234,1,1,0
CD003474_3,0.00302,0.14278,STD-Diel-1998,6,0.13976,1,0,1
CD003474_5,0.0018,0.14278,STD-Diel-1998,6,0.14098,1,0,1
CD003474_7,0.0,0.00021,STD-Aredia-2000,15,0.00021,1,1,0
CD003474_8,0.0,0.21064000000000002,STD-Stopeck-2010,9,0.21064000000000002,1,0,1
CD003474_9,0.0,0.00283,STD-Aredia-2000,16,0.00283,1,1,0
CD003474_10,0.0,0.0,STD-Aredia-2000,11,0.0,1,1,0
CD003474_14,0.01705,0.79993,STD-Eidtmann-2010,3,0.78288,1,0,1
CD003476_8,0.01018,0.01454,STD-RIS_x002d_USA_x002d_63_x002f_Katz,10,0.00436,1,1,0
CD003476_9,0.02178,0.04276,STD-RIS_x002d_USA_x002d_63_x002f_Katz,8,0.020980000000000002,1,1,0
CD003476_11,0.0017699999999999999,0.0048,STD-RIS_x002d_USA_x002d_63_x002f_Katz,10,0.00303,1,1,0
CD003476_12,0.01093,0.027889999999999998,STD-Brodaty-2001,7,0.01696,1,1,0
CD003476_13,0.00515,0.00911,STD-RIS_x002d_USA_x002d_63_x002f_Katz,9,0.00396,1,1,0
CD003476_16,0.04948,0.053,STD-Brodaty-2001,6,0.00352,1,0,1
CD003476_19,0.04986,0.29245,STD-F1D_x002d_MC_x002d_HGGU_x002f_Deberdt,3,0.24259,1,0,1
CD003476_32,0.0008300000000000001,0.0013,STD-RIS_x002d_USA_x002d_63_x002f_Katz,9,0.00047000000000000004,1,1,0
CD003478_1,0.043680000000000004,0.25237,STD-Ozturk-2006,7,0.20869000000000001,1,0,1
CD003481_1,0.027630000000000002,0.07661,STD-Lin-2012,37,0.04898,1,0,1
CD003481_9,0.02037,0.09586,STD-Erdeve-2012,19,0.07549,1,0,1
CD003481_12,0.04886,0.17202,STD-Aranda-2005,18,0.12315999999999999,1,0,1
CD003487_1,0.01017,0.05691,STD-Laing-1986,6,0.04674,1,0,1
CD003487_7,0.0020800000000000003,0.97029,STD-Macdonald-1992,4,0.96821,1,0,1
CD003491_3,0.0,0.0,STD-Brion-1996,42,0.0,1,1,0
CD003491_4,0.02634,0.28442,STD-Brion-1996,46,0.25808000000000003,1,0,1
CD003499_3,0.023569999999999997,0.12043,STD-Hellings-2005,4,0.09686,1,0,1
CD003504_4,0.008,0.28419,STD-Vienna-2,5,0.27619,1,0,1
CD003504_5,0.0,0.0,STD-VARA,13,0.0,1,1,0
CD003506_1,0.0,0.0,STD-ECOG,24,0.0,1,1,0
CD003506_2,0.00101,0.1547,STD-VACURG-_x002d_-I,18,0.15369000000000002,1,0,1
CD003506_3,0.0,0.0,STD-VACURG-_x002d_-I,14,0.0,1,1,0
CD003506_4,0.00018,0.00018,STD-VACURG-_x002d_-I,11,0.0,1,1,0
CD003511_3,0.0297,0.13510999999999998,STD-El_x002d_Zibdeh-2005,14,0.10540999999999999,1,0,1
CD003518_1,0.01197,0.02513,STD-Thong-2002,4,0.01316,1,1,0
CD003518_4,0.00554,0.14884,STD-Trinder-2006,4,0.1433,1,0,1
CD003519_6,0.00072,0.00072,STD-Mahmood-2011,5,0.0,1,1,0
CD003519_7,0.0,0.0,STD-Carfoot-2005,3,0.0,1,1,0
CD003519_11,1e-05,2.9999999999999997e-05,STD-Vaidya-2005,13,2e-05,1,1,0
CD003519_25,1e-05,2.9999999999999997e-05,STD-Srivastava-2014,6,2e-05,1,1,0
CD003519_28,0.0,1e-05,STD-Srivastava-2014,6,1e-05,1,1,0
CD003519_32,0.0,0.0,STD-Srivastava-2014,7,0.0,1,1,0
CD003521_4,0.02027,0.036039999999999996,STD-Harmon-1990,8,0.01577,1,1,0
CD003524_7,0.0,0.0,STD-Rompe-1996,8,0.0,1,1,0
CD003534_15,0.0146,0.06301,STD-Dahl-1993,5,0.04841,1,0,1
CD003537_1,0.0,0.0,STD-EUROSCOP-1999,9,0.0,1,1,0
CD003543_1,0.0011099999999999999,0.0015300000000000001,STD-Strom-2010,90,0.00042,1,1,0
CD003543_2,0.00045999999999999996,0.0005099999999999999,STD-Strom-2010,64,5e-05,1,1,0
CD003543_3,0.00503,0.010759999999999999,STD-Strom-2010,23,0.00573,1,1,0
CD003545_3,0.04863,0.19918,STD-Gross-1974,32,0.15055,1,0,1
CD003545_4,0.0,0.0,STD-Marjerrison-1964,18,0.0,1,1,0
CD003545_7,0.01625,0.14147,STD-Gwynne-1962,19,0.12522,1,0,1
CD003545_12,0.00886,0.08014,STD-Seth-1979,31,0.07128,1,0,1
CD003550_1,0.00673,0.03331,STD-Callahan-2000,14,0.02658,1,1,0
CD003550_10,0.01369,0.06867999999999999,STD-Steiner-1993,17,0.05499,1,0,1
CD003550_12,0.03267,0.07438,STD-Frezieres-1999,18,0.041710000000000004,1,0,1
CD003550_13,0.00818,0.02685,STD-Frezieres-1998,15,0.01867,1,1,0
CD003550_14,0.00677,0.00955,STD-Frezieres-1999,14,0.00278,1,1,0
CD003550_15,0.0034799999999999996,0.00875,STD-Cook-2001,14,0.00527,1,1,0
CD003550_16,0.03468,0.16354000000000002,STD-Frezieres-1998,9,0.12886,1,0,1
CD003553_2,0.01966,0.01966,STD-Hampton-2001,7,0.0,1,1,0
CD003553_9,0.0,0.0,STD-Hampton-2001,4,0.0,1,1,0
CD003553_12,0.0,0.0,STD-Hampton-2001,20,0.0,1,1,0
CD003553_19,0.00109,0.00109,STD-Hampton-2001,14,0.0,1,1,0
CD003553_20,0.0037600000000000003,0.0037600000000000003,STD-Hampton-2001,10,0.0,1,1,0
CD003553_21,0.0,0.0,STD-Hampton-2001,12,0.0,1,1,0
CD003553_23,0.0,0.08722,STD-Hampton-2001,11,0.08722,1,0,1
CD003553_24,0.0,0.0,STD-Hampton-2001,6,0.0,1,1,0
CD003553_25,0.02951,0.02951,STD-Hampton-2001,6,0.0,1,1,0
CD003557_8,0.02768,0.705,STD-Kerihuel-2010,4,0.67732,1,0,1
CD003559_1,0.00032,0.0010199999999999999,STD-Sol_x00e8_r-2001,15,0.0007,1,1,0
CD003559_5,0.031939999999999996,0.041389999999999996,STD-Busse-2001,4,0.00945,1,1,0
CD003564_2,0.0,0.0,STD-Kemp-1994-Salb,19,0.0,1,1,0
CD003564_3,0.0,0.0,STD-Anderson-2001-Salb-MDI,13,0.0,1,1,0
CD003564_4,0.0,0.0,STD-Anderson-2001-Salb-MDI,25,0.0,1,1,0
CD003575_1,0.0013599999999999999,0.06362000000000001,STD-Miehlke-2002,8,0.06226,1,0,1
CD003577_5,0.0,0.0001,STD-Basha-2010,8,0.0001,1,1,0
CD003584_1,0.00201,0.12855999999999998,STD-DeKeyser-1994,9,0.12655,1,0,1
CD003584_5,0.015819999999999997,0.015819999999999997,STD-Widyanto-1993,4,0.0,1,1,0
CD003587_1,0.0079,0.01712,STD-Slogoff-1989,24,0.00922,1,1,0
CD003587_4,0.04919,0.07819,STD-Reyes-1997,8,0.028999999999999998,1,0,1
CD003590_2,0.008870000000000001,0.0206,STD-Durmaz-2003,53,0.011729999999999999,1,1,0
CD003591_3,1e-05,1e-05,STD-St-Charles-1997,52,0.0,1,1,0
CD003594_1,0.0,1e-05,STD-Gulati-2012,15,1e-05,1,1,0
CD003594_2,0.00116,0.00116,STD-Lieberman-1996,3,0.0,1,1,0
CD003595_1,0.00164,0.01671,STD-Rock-1991,16,0.015069999999999998,1,1,0
CD003598_2,0.00221,0.11238,STD-Midtvedt-2001,11,0.11017,1,0,1
CD003598_4,0.0006799999999999999,0.0006799999999999999,STD-Lehtonen-2000,25,0.0,1,1,0
CD003598_16,0.00011999999999999999,0.01637,STD-Midtvedt-2001,4,0.01625,1,1,0
CD003598_17,0.00912,0.00912,STD-Lehtonen-2000,32,0.0,1,1,0
CD003598_8,0.01457,0.9027299999999999,STD-Lehtonen-2000,19,0.8881600000000001,1,0,1
CD003598_20,0.00168,0.08562,STD-Midtvedt-2001,6,0.08394,1,0,1
CD003602_1,0.0,0.0,STD-Busch-1993,14,0.0,1,1,0
CD003602_2,0.0,0.0,STD-Busch-1993,15,0.0,1,1,0
CD003602_3,0.0,0.0,STD-Busch-1993,12,0.0,1,1,0
CD003602_4,0.0,0.0,STD-Billote-2002,11,0.0,1,1,0
CD003602_5,0.0,0.0,STD-Billote-2002,11,0.0,1,1,0
CD003602_6,0.0,0.0,STD-Billote-2002,11,0.0,1,1,0
CD003611_4,0.0,0.0,STD-Evrard-2000,49,0.0,1,1,0
CD003611_6,0.0,0.0,STD-Kuralay-1999,70,0.0,1,1,0
CD003617_2,0.040889999999999996,0.06862,STD-Bruix-2011,8,0.02773,1,0,1
CD003620_1,0.02162,0.07615,STD-Ferenci-1989,10,0.054529999999999995,1,0,1
CD003620_4,0.01486,0.10540999999999999,STD-Ferenci-1989,14,0.09055,1,0,1
CD003628_1,0.0,0.0,STD-Denis-1978,47,0.0,1,1,0
CD003628_2,0.0155,0.16194,STD-He-2000,15,0.14644000000000001,1,0,1
CD003628_3,0.00108,0.013590000000000001,STD-He-2000,8,0.01251,1,1,0
CD003631_1,0.0,0.0,STD-Li-2001,18,0.0,1,1,0
CD003633_1,0.0,0.0,STD-Poewe_x002d_high-dose,64,0.0,1,1,0
CD003633_2,5.9999999999999995e-05,0.0001,STD-Wissel-2001,14,4e-05,1,1,0
CD003633_5,0.0,0.0,STD-Truong-2002,33,0.0,1,1,0
CD003633_6,0.0028399999999999996,0.0082,STD-Truong-2002,24,0.00536,1,1,0
CD003636_1,0.01933,0.10027,STD-Bergman-1989a,15,0.08094,1,0,1
CD003636_2,0.00044,0.00122,STD-Bergman-1989b,20,0.00078,1,1,0
CD003636_4,0.04364,0.93111,STD-Athanassopoulos-1996,4,0.8874700000000001,1,0,1
CD003636_6,0.0016,0.6250100000000001,STD-Mundy-1983,7,0.62341,1,0,1
CD003636_7,0.013380000000000001,0.02415,STD-Mundy-1983,4,0.01077,1,1,0
CD003639_18,0.0,0.007390000000000001,STD-Chiasson-2001,4,0.007390000000000001,1,1,0
CD003639_19,0.01864,0.42596999999999996,STD-Hoffmann-1997,3,0.40733,1,0,1
CD003639_16,0.0,0.0,STD-Coniff-1995,7,0.0,1,1,0
CD003639_11,0.0,0.0,STD-Coniff-1995,23,0.0,1,1,0
CD003639_5,0.0,0.0,STD-Campbell-1998,4,0.0,1,1,0
CD003639_7,0.00839,0.09455,STD-Holmes-2001,3,0.08616,1,0,1
CD003639_10,0.0,2e-05,STD-Drent-2002,9,2e-05,1,1,0
CD003642_1,0.008409999999999999,0.04396,STD-Zhang-M-2001a,6,0.03555,1,1,0
CD003665_2,0.0,0.0,STD-Johnson-1989,36,0.0,1,1,0
CD003665_4,0.0,0.0,STD-Hittner-1984,20,0.0,1,1,0
CD003665_6,0.0,0.0,STD-Johnson-1989,18,0.0,1,1,0
CD003665_7,0.0,0.0,STD-Johnson-1989,34,0.0,1,1,0
CD003665_8,0.00016,0.00033999999999999997,STD-Johnson-1989,36,0.00018,1,1,0
CD003665_9,0.00014,0.00029,STD-Johnson-1989,33,0.00015,1,1,0
CD003665_10,5e-05,5e-05,STD-Hittner-1984,18,0.0,1,1,0
CD003665_11,2.9999999999999997e-05,4e-05,STD-Sinha-1987,60,1e-05,1,1,0
CD003665_12,0.04988,0.06253,STD-Hittner-1984,63,0.01265,1,0,1
CD003665_18,0.04967,0.08607000000000001,STD-Fish-1990,31,0.0364,1,0,1
CD003665_23,0.00143,0.00199,STD-Johnson-1989,34,0.00056,1,1,0
CD003665_24,2.9999999999999997e-05,5e-05,STD-Johnson-1989,40,2e-05,1,1,0
CD003665_25,1e-05,2.9999999999999997e-05,STD-Johnson-1989,64,2e-05,1,1,0
CD003665_26,0.034230000000000003,0.037939999999999995,STD-Johnson-1989,75,0.00371,1,1,0
CD003665_27,0.00021,0.00029,STD-Johnson-1989,47,8e-05,1,1,0
CD003665_30,0.0,1e-05,STD-Johnson-1989,51,1e-05,1,1,0
CD003665_31,0.0003,0.0004,STD-Johnson-1989,62,0.0001,1,1,0
CD003665_32,5e-05,5.9999999999999995e-05,STD-Johnson-1989,73,1e-05,1,1,0
CD003665_33,0.0,0.0,STD-Phelps-1987a,9,0.0,1,1,0
CD003665_34,0.0,0.0,STD-Johnson-1989,27,0.0,1,1,0
CD003665_35,0.0,0.0,STD-Phelps-1987a,10,0.0,1,1,0
CD003665_36,0.01551,0.02975,STD-Hittner-1981,44,0.014240000000000001,1,1,0
CD003665_37,0.0,1e-05,STD-Hittner-1981,51,1e-05,1,1,0
CD003665_38,0.0,0.0,STD-Finer-1982,32,0.0,1,1,0
CD003665_41,0.0,0.0,STD-Johnson-1989,46,0.0,1,1,0
CD003665_42,0.0,0.0,STD-Hittner-1984,10,0.0,1,1,0
CD003665_43,0.00433,0.00495,STD-Saldanha-1982,36,0.000620000000000001,1,1,0
CD003665_44,0.00643,0.031110000000000002,STD-Hittner-1981,19,0.02468,1,1,0
CD003665_45,0.0,0.0,STD-Fish-1990,15,0.0,1,1,0
CD003665_67,0.0,0.0,STD-Johnson-1989,50,0.0,1,1,0
CD003666_4,0.03734,0.0851,STD-Keszler-2004a,6,0.047760000000000004,1,0,1
CD003666_11,0.01475,0.01475,STD-Piotrowski-1997,10,0.0,1,1,0
CD003666_15,0.02288,0.030760000000000003,STD-D_x0027_Angio-2005,5,0.00788,1,1,0
CD003666_17,0.017519999999999997,0.017519999999999997,STD-D_x0027_Angio-2005,7,0.0,1,1,0
CD003666_18,0.013069999999999998,0.10739000000000001,STD-Lista-2004,5,0.09432,1,0,1
CD003666_21,0.0050799999999999994,0.00859,STD-Singh-2006_x002b_2009,10,0.00351,1,1,0
CD003670_3,0.02458,0.03592,STD-Agbayani-1981,4,0.011340000000000001,1,1,0
CD003674_2,0.00091,0.00139,STD-Nistor-1981,38,0.00047999999999999996,1,1,0
CD003674_3,0.0,0.0,STD-Aktas-2009,15,0.0,1,1,0
CD003674_4,0.01241,0.01241,STD-Nistor-1981,5,0.0,1,1,0
CD003677_6,0.0,0.01135,STD-Roy-2011,3,0.01135,1,1,0
CD003677_17,0.049530000000000005,0.06688999999999999,STD-Yuen-1998,17,0.01736,1,0,1
CD003677_19,0.01299,0.03327,STD-Garry-2004,25,0.02028,1,1,0
CD003677_21,0.0021899999999999997,0.05976,STD-Garry-2004,12,0.05757,1,0,1
CD003677_1,0.004,0.004,STD-Perino-1999,3,0.0,1,1,0
CD003678_2,0.03155,0.09995,STD-Vercellini-1999,7,0.0684,1,0,1
CD003686_3,0.00125,0.25390999999999997,STD-Hay-1999,4,0.25266,1,0,1
CD003689_12,0.025710000000000004,0.09957,STD-Goldberg-1997,5,0.07386000000000001,1,0,1
CD003690_1,0.0,0.0,STD-Choi_x002d_Kwon-2006,6,0.0,1,1,0
CD003691_1,0.0001,0.00011,STD-Li-2003,18,1e-05,1,1,0
CD003697_1,0.007109999999999999,0.05246,STD-AFCAPS-1998,35,0.04535,1,0,1
CD003703_3,0.01085,0.07761,STD-Angstwurm-2007,11,0.06676,1,0,1
CD003712_1,0.03028,0.032869999999999996,STD-Burkhoff-1999,7,0.00259,1,1,0
CD003712_2,0.00854,0.01756,STD-Burkhoff-1999,6,0.00902,1,1,0
CD003712_6,0.01089,0.015969999999999998,STD-Allen-1999,7,0.0050799999999999994,1,1,0
CD003723_3,0.02876,0.05295,STD-Alldredge-2001,12,0.02419,1,0,1
CD003725_32,0.00349,0.00349,STD-Mendell-1989,4,0.0,1,1,0
CD003725_34,0.00028,0.00028,STD-Mendell-1989,4,0.0,1,1,0
CD003726_1,0.0018100000000000002,0.0018100000000000002,STD-Sindrup-2012,3,0.0,1,1,0
CD003726_2,0.01015,0.01959,STD-Norrbrink-2009,6,0.00944,1,1,0
CD003726_5,0.0,0.0,STD-Sindrup-1999,21,0.0,1,1,0
CD003729_2,0.03444,0.041460000000000004,STD-Meehan-2002,11,0.00702,1,1,0
CD003729_7,0.00047999999999999996,0.04111,STD-Brier-2001-_x0028_HGHV_x0029_,7,0.04063,1,1,0
CD003729_13,0.0035600000000000002,0.01596,STD-Wright-2001-_x0028_HGHB_x0029_,9,0.0124,1,1,0
CD003729_4,0.04024,0.05882999999999999,STD-Brier-2001-_x0028_HGHV_x0029_,5,0.01859,1,0,1
CD003730_23,0.0412,0.18279,STD-Evins-2000,8,0.14159000000000002,1,0,1
CD003734_1,0.0,0.0,STD-Lynn-1982b,46,0.0,1,1,0
CD003734_2,0.0257,0.0805,STD-Kadell-1987a,37,0.0548,1,0,1
CD003734_3,0.002,0.32542,STD-Kadell-1987a,9,0.32342,1,0,1
CD003748_1,0.00014,0.00016999999999999999,STD-Dawson-2000,16,2.9999999999999997e-05,1,1,0
CD003748_2,0.03284,0.03284,STD-Money-1998,4,0.0,1,1,0
CD003748_7,0.0,0.0,STD-Dawson-2000,4,0.0,1,1,0
CD003748_12,0.00047000000000000004,0.00047000000000000004,STD-Strandness-2002,7,0.0,1,1,0
CD003748_15,0.01138,0.01138,STD-Strandness-2002,5,0.0,1,1,0
CD003756_8,0.0,0.0,STD-Konate-2011,13,0.0,1,1,0
CD003756_2,5e-05,0.02065,STD-Konate-2011,6,0.0206,1,1,0
CD003756_1,0.0,0.00044,STD-Konate-2011,3,0.00044,1,1,0
CD003764_1,0.01414,0.051160000000000004,STD-Bergman-1982,8,0.03702,1,0,1
CD003764_2,0.01414,0.051160000000000004,STD-Bergman-1982,8,0.03702,1,0,1
CD003764_3,0.02399,0.07847,STD-Bergman-1982,7,0.054479999999999994,1,0,1
CD003766_4,0.00037999999999999997,0.00183,STD-Morhason_x002d_Bello-2009,24,0.00145,1,1,0
CD003766_7,0.014419999999999999,0.022080000000000002,STD-Br_x00e9_art-_x002d_-France-1992,14,0.007659999999999999,1,1,0
CD003766_8,0.0,0.0,STD-Morhason_x002d_Bello-2009,66,0.0,1,1,0
CD003766_10,0.0,0.0,STD-Hofmeyr-1991,10,0.0,1,1,0
CD003766_13,0.0,0.0,STD-Kennell-1991,86,0.0,1,1,0
CD003769_1,0.007690000000000001,0.01842,STD-Tzovaras-2007,17,0.01073,1,1,0
CD003772_5,0.00988,0.0619,STD-Neuhaus-2008,11,0.052020000000000004,1,0,1
CD003773_6,0.00014,0.00143,STD-SHARF-2005,7,0.0012900000000000001,1,1,0
CD003773_14,0.00524,0.49511000000000005,STD-Augustine-2004,3,0.48986999999999997,1,0,1
CD003774_3,0.0081,0.05343,STD-Lowance-1999-Kidney,12,0.04533,1,0,1
CD003774_5,0.0,0.0,STD-Lowance-1999-Kidney,40,0.0,1,1,0
CD003774_6,0.00502,0.3539,STD-Lowance-1999-Kidney,13,0.34888,1,0,1
CD003774_7,0.00117,0.00117,STD-Lowance-1999-Kidney,4,0.0,1,1,0
CD003774_8,0.00365,0.00365,STD-Lowance-1999-Kidney,10,0.0,1,1,0
CD003774_9,0.0,0.0,STD-Winston-1995-Liver,90,0.0,1,1,0
CD003774_10,0.0,0.0,STD-Lowance-1999-Kidney,74,0.0,1,1,0
CD003774_11,0.0,0.0,STD-Palmer-2010-Lung,87,0.0,1,1,0
CD003774_12,0.0,0.0,STD-Winston-1995-Liver,28,0.0,1,1,0
CD003774_13,0.0,7e-05,STD-Merigan-1992-Heart,30,7e-05,1,1,0
CD003774_14,0.00033999999999999997,0.00182,STD-Gane-1997-Liver,44,0.00148,1,1,0
CD003774_15,0.00029,0.056870000000000004,STD-IMPACT-2010-Kidney,16,0.05658,1,0,1
CD003775_1,0.0,0.0,STD-Stevens-1984,9,0.0,1,1,0
CD003775_2,0.0,0.54202,STD-Desmyter-1983,4,0.54202,1,0,1
CD003775_3,0.02864,0.23464000000000002,STD-Desmyter-1983,5,0.20600000000000002,1,0,1
CD003781_1,0.00307,0.00307,STD-VanKerrebroeck-2001,8,0.0,1,1,0
CD003781_9,0.0,0.0,STD-VanKerrebroeck-2001,27,0.0,1,1,0
CD003785_8,0.00011999999999999999,0.0003,STD-Maini-1999,19,0.00018,1,1,0
CD003785_9,0.0,0.0,STD-Lipsky-2000,10,0.0,1,1,0
CD003785_1,0.00279,0.0071,STD-Lipsky-2000,4,0.0043100000000000005,1,1,0
CD003785_2,0.0015,0.00346,STD-Maini-1999,19,0.00196,1,1,0
CD003785_3,0.00217,0.00217,STD-Lipsky-2000,11,0.0,1,1,0
CD003794_2,0.03197,0.2819,STD-Doherty-2012,4,0.24993,1,0,1
CD003794_13,0.00267,0.02791,STD-TORCH,9,0.025240000000000002,1,1,0
CD003794_15,0.0046,0.00856,STD-Tashkin-2008,19,0.00396,1,1,0
CD003794_19,0.010920000000000001,0.02023,STD-Doherty-2012,22,0.009309999999999999,1,1,0
CD003794_1,0.04484,0.10489000000000001,STD-TORCH,25,0.06005,1,0,1
CD003794_8,0.03295,0.07865,STD-Barnes-2006,14,0.0457,1,0,1
CD003794_9,0.04682,0.06881,STD-Doherty-2012,4,0.02199,1,0,1
CD003797_1,0.02386,0.08431,STD-Calvo-1998,8,0.06045,1,0,1
CD003797_2,0.00674,0.00674,STD-Guill-1987,4,0.0,1,1,0
CD003805_1,0.00043,0.00088,STD-Herold-2004,29,0.00045,1,1,0
CD003805_2,0.0008900000000000001,0.00156,STD-Herold-2004,17,0.00067,1,1,0
CD003805_3,0.014130000000000002,0.014130000000000002,STD-van-Oers-2006,13,0.0,1,1,0
CD003805_4,0.01153,0.015,STD-Herold-2004,13,0.0034700000000000004,1,1,0
CD003805_5,0.0085,0.00892,STD-Herold-2004,14,0.00042,1,1,0
CD003805_6,0.01017,0.01574,STD-Herold-2004,7,0.00557,1,1,0
CD003805_7,0.00554,0.01574,STD-Herold-2004,7,0.0102,1,1,0
CD003805_8,0.00554,0.01574,STD-Herold-2004,7,0.0102,1,1,0
CD003807_1,0.0,0.0,STD-Yeo-1985,40,0.0,1,1,0
CD003807_2,0.0035,0.057839999999999996,STD-Hann-1982,14,0.05434,1,0,1
CD003807_4,0.013319999999999999,0.14574,STD-Menichetti-1994,7,0.13242,1,0,1
CD003807_6,0.02199,0.02199,STD-Menichetti-1994,3,0.0,1,1,0
CD003808_1,0.00088,0.0015199999999999999,STD-Leksell-1996,8,0.00064,1,1,0
CD003811_3,0.04894,0.17565,STD-Arteagoitia-2005,4,0.12671,1,0,1
CD003811_8,0.0026,0.04818,STD-Arteagoitia-2005,5,0.04558,1,1,0
CD003822_6,0.0003,0.00041,STD-Gradman-1999,54,0.00011,1,1,0
CD003822_7,0.0,0.0,STD-Oparil-1996,25,0.0,1,1,0
CD003824_3,0.00257,0.00557,STD-Morledge-1986,41,0.003,1,1,0
CD003826_3,2e-05,0.00023999999999999998,STD-Ahn-1991,5,0.00022,1,1,0
CD003834_2,0.0009199999999999999,0.029189999999999997,STD-Johnstone-1988,8,0.02827,1,1,0
CD003834_3,0.04433,0.18168,STD-Johnstone-1988,8,0.13735,1,0,1
CD003834_12,0.0,0.0,STD-Collins-1991,31,0.0,1,1,0
CD003834_35,2.9999999999999997e-05,0.003,STD-Johnstone-1988,8,0.00297,1,1,0
CD003839_2,0.00041,0.00159,STD-K_x00f6_rtke-2001,44,0.00118,1,1,0
CD003839_3,0.00022999999999999998,0.0012900000000000001,STD-K_x00f6_rtke-2001,35,0.00106,1,1,0
CD003839_4,0.00037,0.00146,STD-K_x00f6_rtke-2001,43,0.00109,1,1,0
CD003840_3,2e-05,2.9999999999999997e-05,STD-Suarez-1999,15,1e-05,1,1,0
CD003840_6,0.0058200000000000005,0.00602,STD-Bayerdorffer-1996,11,0.000200000000000001,1,1,0
CD003840_7,5e-05,5e-05,STD-Van-Zanten-1999,13,0.0,1,1,0
CD003840_8,0.016630000000000002,0.016630000000000002,STD-Suarez-1999,8,0.0,1,1,0
CD003850_1,0.0018800000000000002,0.00498,STD-Manzoni-2007a,12,0.0031,1,1,0
CD003850_12,0.00539,0.69102,STD-Kaufman-2005,3,0.6856300000000001,1,0,1
CD003857_4,0.03575,0.60916,STD-Casini-2006,6,0.5734100000000001,1,0,1
CD003869_1,0.0,0.031219999999999998,STD-Borgelt-1980,5,0.031219999999999998,1,1,0
CD003869_4,0.0,0.031219999999999998,STD-Borgelt-1980,5,0.031219999999999998,1,1,0
CD003875_4,1e-05,0.00022,STD-Sanz-2004,3,0.00021,1,1,0
CD003882_8,0.03319,0.05591,STD-Braekken-2010,4,0.022719999999999997,1,0,1
CD003897_4,0.0,0.0,STD-Sollinger-2001,14,0.0,1,1,0
CD003897_5,0.0,1e-05,STD-Brennan-2006,9,1e-05,1,1,0
CD003897_6,0.01047,0.04314,STD-SYMPHONY-_x0028_Ekberg_x0029_-2007,93,0.03267,1,1,0
CD003897_9,0.0,0.0,STD-SYMPHONY-_x0028_Ekberg_x0029_-2007,57,0.0,1,1,0
CD003897_10,0.0036799999999999997,0.06398999999999999,STD-Kahan-1999,29,0.06031,1,0,1
CD003897_11,0.00556,0.01832,STD-Daclizumab-double-1999,51,0.012759999999999999,1,1,0
